Q1_2008,Q2_2008,Q3_2008,Q4_2008,Q1_2009,Q2_2009,Q3_2009,Q4_2009,Q1_2010,Q2_2010,Q3_2010,Q4_2010,Q1_2011,Q2_2011,Q3_2011,Q4_2011,Q1_2012,Q2_2012,Q3_2012,Q4_2012,Q1_2013,Q2_2013,Q3_2013,Q4_2013,Q1_2014,Q2_2014,Q3_2014,Q4_2014,Q1_2015,Q2_2015,Q3_2015,Q4_2015,Q1_2016,Q2_2016,Q3_2016,Q4_2016
,-0.2531,,,,,,,,,,,-0.1774,,,,,,,,,-0.1094,,,,0.1176,,,0.0526,,,,,,,
,,0.0394,,-0.1478,,,,,,,,,,,,,,,,0.0127,,,,,,,,,,,,,,,
-0.5194,,-0.0517,,,,,,,,-0.2748,,,,,,,,,,,,,,0.3725,,0.3971,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2913,-0.1778,,,,,,
,,,,,,,,,,,,,,,,,,,0.2276,0.8675,,,,,,,,,,,,0.4395,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,-0.125,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,-0.0833,,,,-0.2133,,0.1538,,,,,,,,,,,,,,,,
,,,,,,,,,,-0.3125,,-0.3193,,,,,,,,,,,0.7075,0.1381,,,,0.0381,,,,0.1579,,,
,,,,,,,,,,,-0.1171,-0.3061,-0.1765,,,,,,,,,,,,,,-0.3448,,,,,0.1364,0.6,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0.5136,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.6182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,-0.2149,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,,,,-0.0188,,,,,
,,,,,,,,,,,,,,,,,,,,,,0.2216,,,,,,,,,,,,,
-0.4315,-0.0628,,,,,,,,0.0873,,,,,,-0.0552,,,,,0.4956,,,0.2857,,,-0.037,0.1923,,,,0.0409,,-0.1775,,-0.0664
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3119,,0.3107,,,0.1111,,,,,,,,-0.0167,,,,,-0.12,,,,,,-0.1168,,,-0.0536,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1647,,,,-0.1517,,
,,,,,,,-0.3121,,,,,,,,,,,,,,,,,-0.0718,,,,,,0.2672,,-0.0656,,0.1585,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2131,,,,,,,,
,,,,,,,,,,,-0.3176,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1185,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0313,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-0.0455,,,,-0.2279,,-0.174,,,,-0.1754,,,,,,,,,,,-0.0833,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0343
,,,,,,,,,,,,,,,,1.5373,,,,,,,,,,,,,-0.1533,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0067,,,,0.0447
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-0.2515,,,,0.5564,,,,,,,,0.0829,,0.3558,,,,,,,,,,,,,,,,0.002,,,,-0.0069
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
