Q1_2008,Q2_2008,Q3_2008,Q4_2008,Q1_2009,Q2_2009,Q3_2009,Q4_2009,Q1_2010,Q2_2010,Q3_2010,Q4_2010,Q1_2011,Q2_2011,Q3_2011,Q4_2011,Q1_2012,Q2_2012,Q3_2012,Q4_2012,Q1_2013,Q2_2013,Q3_2013,Q4_2013,Q1_2014,Q2_2014,Q3_2014,Q4_2014,Q1_2015,Q2_2015,Q3_2015,Q4_2015,Q1_2016,Q2_2016,Q3_2016,Q4_2016
,,,,,,,,,,,,,,,,,,,,,,,,-0.1673,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,-0.278,,,,0.3084,,,,0.758,,,,-0.09,,,,-0.1242,,,,-0.0811,,,
,,,,,,,,,,,,,0.0127,,0.1379,,,,,,,,,,,,,0.0202,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0703,,,
,,,,,,,,,,,-0.1064,,,,,,,,,,0.3333,0,,0.0734,0.1053,-0.0476,,-0.1546,,0.1759,,,0.0575,0.0489,
,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,0.2741,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.104,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0.2733,,,,0.1538,,,,-0.1787,0.1345,0.1422,,,0,,,,0.2674,-0.0459,
,,,,,,,,,,,,,,,,,-0.2174,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-0.0678,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,-0.0517,,,,-0.1667,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,-0.232,,-0.3692,,,-0.4947,,,,,,,,-0.1765,,,,,0.6905,,,,-0.1126,,,
,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,,,,0.8333,,,,,,,,,-0.0119,,,0.524,0.0685,0.0577,,-0.0637,,0.0685,,,-0.0201,0.0068,0.0612,0.0641,-0.012,0.0061,,0.3846,-0.1111,0.0268,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.4354,,,,0.6157,,,-0.0469,,,0.0779,-0.0904,,-0.0084,,,,,,,0.0179,,,,,,,,-0.5023,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
