No,Ticker,R4_2016,R3_2016,R2_2016,R1_2016,R4_2015,R3_2015,R2_2015,R1_2015,R4_2014,R3_2014,R2_2014,R1_2014,R4_2013,R3_2013,R2_2013,R1_2013,R4_2012,R3_2012,R2_2012,R1_2012,R4_2011,R3_2011,R2_2011,R1_2011,R4_2010,R3_2010,R2_2010,R1_2010,R4_2009,R3_2009,R2_2009,R1_2009,R4_2008,R3_2008,R2_2008,R1_2008,
503,NFC,,0.0588,-0.2273,0.0732,-0.0191,-0.0952,-0.1115,-0.1333,-0.115,-0.0583,-0.1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
504,NGC,,0,-0.2,0.3889,-0.1429,-0.3386,-0.5365,0.311,-0.0873,0.4049,0.0252,0.1778,-0.1118,0.7273,-0.2,0.2088,-0.2288,-0.0407,0.4138,0.0235,-0.0116,0.1622,-0.0633,-0.2617,-0.144,-0.3386,-0.1409,-0.0393,-0.1733,0.5389,0.0227,0.1139,-0.0706,-0.2672,0.3257,0,
505,NHA,,-0.0403,-0.0313,0.7778,-0.1111,-0.3672,0.4382,-0.1759,1.4545,-0.2903,0.2917,-0.1429,0.4737,-0.05,0.1429,-0.2222,0.2162,-0.2128,-0.3816,0.4615,0.04,-0.4624,-0.2846,-0.4372,0.05,-0.1635,0,0,0,0,0,0,0,0,0,0,
506,NHC,,0.1115,-0.103,0.0784,0.0625,0.1034,0.0524,0.0248,-0.032,0.1364,-0.2715,-0.0503,0.9875,0,-0.1061,0.1623,-0.172,-0.1349,-0.0652,-0.1321,0.06,-0.031,0.2113,-0.3642,-0.0822,0.0282,-0.1013,-0.1222,0.145,0.0708,0,0,0,0,0,0,
507,NHP,,-0.7212,-0.1538,0.1143,0.0417,0.1126,-0.1838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
508,PMB,,0,0.0156,0.1228,-0.1094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
509,NPS,,-0.1,-0.0152,0.056,-0.1259,0.126,-0.1419,0,-0.0199,-0.0848,0.1379,0.0741,0.0714,-0.2841,0.0353,0,0.7347,-0.295,0.433,-0.03,-0.2126,0.114,0.5833,-0.3271,-0.0531,-0.4567,-0.0837,0.0509,-0.2286,0.0687,0.0038,0.8643,-0.3519,-0.3628,-0.2005,-0.1434,
510,NST,,0.0119,-0.2696,-0.1727,0.3238,0.0194,-0.0804,-0.0175,-0.0656,0.0702,0.0459,0.0381,0.75,-0.0769,-0.2857,0.046,-0.044,-0.0109,-0.2,-0.0254,0.2826,0,0.1795,-0.2973,-0.2345,-0.0523,-0.2154,-0.025,-0.0654,0.0918,0.1598,0.352,-0.031,-0.3246,0.4922,-0.5571,
511,NTP,,0.04,0.3021,0.0267,-0.041,0.2829,-0.046,-0.086,0.0673,0.0652,-0.1068,-0.237,0.1345,0.0259,0.2804,0.1953,0.207,-0.1105,-0.0949,0.0263,0.3971,-0.1365,0.0294,-0.2627,-0.5118,-0.0341,-0.1373,-0.0467,-0.0273,0.1892,0.6818,0.9231,-0.2571,-0.469,1.4007,-0.6234,
512,NVB,,-0.0169,-0.0167,0.0169,-0.1061,-0.0435,0.0147,0.0462,-0.0441,0.0794,0.0328,-0.1029,0.0462,-0.0714,0.0294,-0.0423,0.029,-0.1375,0,0,0.039,-0.1047,0.0238,0.0244,-0.0353,0,0,0,0,0,0,0,0,0,0,0,
513,OCH,,0.0169,-0.0167,-0.0164,-0.6369,1.8,-0.6667,-0.2713,-0.0159,-0.0233,0.0198,-0.1975,0.2713,0.0292,0.3115,0.1509,-0.1017,0.0114,-0.0741,0.5,0.5556,-0.5061,0.0123,-0.0795,-0.2143,0,0,0,0,0,0,0,0,0,0,0,
514,ONE,,0.0141,-0.1932,-0.0222,-0.1,-0.0385,0.04,0.0526,0.1176,-0.0341,0.1139,-0.0125,0.2308,-0.0152,-0.0294,0.0303,-0.0704,0.0441,-0.0811,0.2333,0.0909,-0.1129,0.0333,-0.4,-0.0099,-0.2231,-0.2262,0.12,0,-0.0798,-0.0894,0.8454,0.0778,-0.5213,0,0,
515,ORS,,0.2069,-0.1714,0.0606,0.0313,-0.0303,0.1,-0.0625,-0.1579,0,0.1176,0.36,0,0.1364,-0.2414,-0.0645,0.8235,-0.3462,-0.2973,0.6087,-0.2069,-0.3095,0.05,-0.4286,-0.2135,-0.1604,0,0,0,0,0,0,0,0,0,0,
516,PBP,,-0.0397,-0.25,0.0566,-0.0062,0.0063,0.0258,-0.1842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
517,PCG,,0.2034,-0.1806,0.125,0.1636,0.2222,-0.2373,-0.1324,-0.0933,-0.0625,0.0526,-0.24,0.9231,-0.1475,0.3556,-0.0217,-0.0612,-0.02,-0.0741,0.2558,-0.1569,-0.0192,-0.1034,-0.2055,0,0,0,0,0,0,0,0,0,0,0,0,
518,PCT,,-0.1263,-0.0686,-0.0192,-0.0095,0.2209,0.075,-0.0244,0.1233,0.2586,0.0741,0.102,0.0652,0.2778,0,0.0588,0.2143,-0.0667,-0.2308,0.4444,-0.129,-0.1842,0.2258,-0.2619,-0.3438,-0.1579,0,0,0,0,0,0,0,0,0,0,
519,PDB,,-0.1423,-0.0083,0.2423,-0.1454,0.3675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
520,PDC,,-0.1591,-0.3714,0.2963,-0.2174,-0.0548,0.0896,0.9706,-0.15,-0.0244,0.1389,-0.2174,0.2778,0.3333,-0.1563,-0.1579,0.2667,-0.0909,-0.1316,0,0.027,-0.3148,0.3171,-0.5119,-0.2941,-0.0083,-0.2593,0.5882,-0.0973,0,0,0,0,0,0,0,
521,PEN,,-0.1474,0.044,-0.0714,0.0426,-0.0105,-0.1593,-0.1172,0.3763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
522,PGS,,-0.0184,-0.0523,-0.0802,0.0331,-0.0573,-0.0495,-0.2862,-0.145,-0.1447,0.3531,-0.2533,0.4185,0.3235,-0.0097,0.0957,0.1677,-0.0852,-0.2281,-0.0044,0.0133,0.0561,0.507,-0.3302,-0.4223,-0.3539,1.4068,-0.056,-0.1409,-0.1686,1.0958,0.6214,-0.1626,-0.3692,0.7727,-0.5956,
523,PGT,,-0.1154,0.2381,-0.0455,-0.0222,-0.1509,-0.2639,0.125,-0.0154,0.0833,-0.0164,0.0517,0.16,0.3889,0,-0.027,0.2333,-0.1667,-0.1818,0.2571,-0.0278,-0.3571,0,-0.2632,-0.2323,-0.161,0.0085,0.3929,0,0,0,0,0,0,0,0,
524,PHC,,0.5211,-0.0658,0.1176,0.0303,0.1786,-0.0968,0.0508,0.1132,0.0192,-0.037,0.0385,0.4054,0.1212,0,-0.1538,0.0541,-0.26,-0.1667,-0.0323,-0.2791,0.0118,-0.086,-0.2677,-0.1806,-0.1667,-0.3034,-0.0464,0.0256,0,0,0,0,0,0,0,
525,PHP,,-0.2079,0.005,-0.0987,-0.0089,0.4423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
526,PIC,,0.0381,-0.1026,0.1143,0.05,-0.0196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
527,PIV,,0.1129,-0.4609,0.0849,-0.3728,-0.0611,0.1321,-0.0364,1.0625,-0.2233,1.641,0.2188,0.3913,-0.2813,-0.36,0.7241,-0.2927,0,-0.3971,-0.3982,1.0179,-0.2,0.2963,-0.4906,-0.2374,0,0,0,0,0,0,0,0,0,0,0,
528,PJC,,-0.1452,-0.0262,-0.0498,0.0415,0.1353,-0.1053,0.4504,0,-0.1267,0,0,0.1538,-0.037,-0.1,0,0.2712,-0.1259,-0.069,0.1983,0.0522,-0.1481,-0.5846,0.0156,0.0667,-0.2308,0.254,0.3522,0.09,-0.0186,0.1257,0.528,-0.1319,-0.4745,0.7908,-0.5219,
529,PLC,,-0.0484,-0.0969,-0.0588,-0.1169,0.1883,0.0125,0.0063,-0.0836,0.5022,0.1379,-0.1096,0.2258,0.1625,-0.0857,0.087,0.0387,-0.0252,-0.3057,0.3879,0.0185,-0.1735,-0.1171,-0.3169,-0.2778,0.0664,-0.3508,0.3919,0.5777,-0.2371,0.4007,0.8105,-0.3348,-0.3899,1.142,-0.5429,
530,PMC,,0.1581,0.1698,0.1572,0.0577,0.0046,-0.081,-0.0021,-0.0505,0.0102,0.0817,-0.0736,0.156,0.175,0.0256,0.3245,-0.0221,0.1292,0.1429,0.0714,0.1462,0,0.0118,-0.2489,-0.0927,-0.1143,-0.0728,0.0272,-0.087,0,0,0,0,0,0,0,
531,PMP,,-0.0124,-0.0417,0.1667,0.0141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
532,PMS,,0.291,0.1118,0.3178,0.032,-0.0157,0.3368,0.044,-0.1078,0.0625,0.1707,-0.5638,-0.0962,0.3,2.2,-0.1935,0.1481,-0.1818,-0.0833,0.0435,0.1695,-0.3789,-0.2692,-0.0714,-0.1304,-0.0852,-0.0737,0.1656,0.0252,0.0325,0,0,0,0,0,0,
533,POT,,-0.0391,0.1933,0.049,0.0515,-0.0748,0.0138,0,0.0357,0.0219,0.062,0.4176,0.1974,0.1176,-0.0685,-0.1205,0.2206,-0.2184,-0.2368,0.4074,0.0125,0.0127,0.2344,-0.3962,-0.3375,-0.116,-0.293,0.8551,0.0147,-0.0286,0.2174,0.6912,-0.2842,-0.3357,0.2222,-0.5866,
534,PPE,,0.0734,-0.3626,0.0688,0.0811,0.2759,0.6812,-0.1039,-0.0833,1.5455,-0.0294,0.0625,0.1429,0.5556,-0.1818,0.0476,-0.5532,-0.06,-0.0909,0.25,0.2222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
535,PPP,,0.0102,0.1667,-0.0118,-0.0341,-0.12,0.2821,-0.22,-0.0909,0.2222,0.4516,-0.4833,-0.0551,0.427,-0.1524,0.2805,0.1549,-0.1548,0.05,-0.0361,0.3175,-0.0308,-0.0714,-0.2222,0.0976,-0.2477,0.0381,0,0,0.0902,0,0,0,0,0,0,
536,PPS,,0.0177,0.066,0,0.0928,-0.1565,-0.0417,-0.0476,0.156,0.0283,0.0095,-0.0187,0.163,0.0698,-0.14,-0.0196,0.02,0.3333,-0.4048,-0.0667,0.2981,0.2381,-0.0968,-0.0971,0,0,0,0,0,0,0,0,0,0,0,0,
537,PRC,,-0.2286,0.1765,-0.2119,0.0863,0.0692,0.1607,-0.104,0,0.087,-0.3155,0.732,0.0211,0.0556,-0.1964,0.4177,0.0972,0,0.0286,-0.4262,0.2079,0.2785,0.1618,-0.3818,-0.56,0,0,0,0,0,0,0,0,0,0,0,
538,PSC,,0.3228,0.0672,0.1667,-0.0727,0.1224,-0.3099,0.2034,-0.0084,0.2143,-0.0101,-0.1391,0.1275,-0.0556,-0.3609,0.2519,0.25,-0.136,-0.0458,-0.015,0.1368,-0.2403,-0.3275,-0.1293,-0.0505,-0.0481,0.0211,0.0179,-0.0667,0.0714,-0.082,0.7429,-0.2391,-0.2333,0.0791,-0.3136,
539,PSD,,-0.1674,0.1823,0.1497,-0.2578,-0.2188,-0.424,-0.0476,-0.1102,0.1028,0.4903,-0.2961,-0.0642,-0.0091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
540,PSE,,-0.0185,0.0385,-0.1545,0.025,0,-0.1429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
541,PSI,,0.1429,-0.0789,-0.05,0.1268,-0.0405,0.0278,0.0286,-0.0141,-0.0533,0.1719,-0.2,0.1594,0.15,0.1765,0.1591,0.2941,-0.2444,-0.1667,0.2,0.0976,-0.4225,0.0597,-0.3796,-0.2059,-0.0216,0,0,0,0,0,0,0,0,0,0,
542,PTD,,-0.05,0.0526,0.0053,-0.1747,0.7481,-0.1603,-0.2315,0.015,-0.2,0.3661,2.9783,0.3939,-0.1316,-0.3448,0.16,-0.4898,0.661,-0.3295,-0.12,0,-0.0741,-0.1692,-0.1824,0,0,0,0,0,0,0,0,0,0,0,0,
543,PTI,,-0.0307,0.2575,0.0448,-0.0591,0.1286,0.3291,-0.0307,0.0449,0.3684,0.0459,-0.1138,0.23,0,-0.0476,0.0825,0.1279,-0.0549,-0.2353,0.19,-0.0566,0.0392,0.0303,0,0,0,0,0,0,0,0,0,0,0,0,0,
544,PTS,,0.1017,0.1132,0,0.0392,-0.0377,-0.0364,-0.127,0.1053,0.0755,0,-0.0862,0.3488,-0.0227,-0.12,-0.2308,0,-0.058,-0.1039,0.1324,-0.15,-0.1919,-0.2556,-0.24,-0.3191,-0.0854,-0.0935,0.245,0.3037,-0.0545,0.1882,0.3077,-0.2778,-0.3571,0.8919,-0.7109,
545,PV2,,-0.1053,-0.0952,-0.125,0.0435,0.15,-0.0476,-0.1923,-0.2121,-0.0571,0.0606,0,0.0645,0.4762,-0.3824,-0.1707,0.2059,-0.3585,-0.2838,0.3214,0.2174,-0.2203,0.18,-0.4186,0,0,0,0,0,0,0,0,0,0,0,0,
546,PVB,,-0.3889,-0.0816,-0.125,-0.3212,0.0577,-0.2081,0.026,-0.2615,-0.1186,1.418,-0.1615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
547,PVC,,-0.2545,-0.2254,0.0519,-0.2286,-0.1463,-0.0553,-0.0726,-0.2452,-0.0882,1.1935,-0.0828,0.1901,-0.0139,-0.2174,0.4046,0.1593,-0.163,-0.1718,0.0795,0.1185,-0.2286,0.25,-0.4118,-0.0593,-0.0117,-0.4311,1,-0.2215,-0.1972,0.0315,0.8272,-0.1116,-0.6293,1.4786,-0.6961,
548,PCE,,0.0486,0.0141,0,0.0071,-0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
549,PCN,,0.2,-0.2708,0.0435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
550,PVE,,-0.1579,-0.1059,0.1039,-0.061,-0.1277,-0.0309,-0.0396,-0.2681,0.0534,0.9848,-0.2826,0.2778,0.3091,-0.1912,-0.0423,0.029,-0.2813,-0.1933,0.0171,0.1471,-0.0893,0.5556,-0.4331,-0.3952,0,-0.3333,1.0861,-0.1322,-0.1429,-0.0379,0.7016,-0.3034,-0.5189,0.9474,-0.554,
551,PSW,,0.05,0.0256,-0.0085,0.1238,-0.0789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
552,PVG,,-0.0909,-0.0128,-0.037,-0.0899,0.0114,-0.1287,0.1222,-0.1892,-0.1395,0.1727,-0.2903,0.3717,0.378,-0.1277,0.093,0.2113,-0.3039,-0.2444,0.08,-0.0157,-0.0522,0.3814,-0.1565,-0.223,-0.2211,-0.1593,-0.0131,-0.2131,0.0211,1.0357,1.1212,0,0,0,0,
553,PVI,,-0.1409,0.164,-0.0079,0.1053,0.2,0.0734,-0.0328,0.0702,-0.0952,0.08,-0.1162,0.2147,0.0654,-0.0438,-0.0303,0.1074,-0.0387,-0.1927,-0.0154,0.1207,-0.0595,0.3028,-0.2283,-0.0054,-0.0561,-0.2191,-0.0118,-0.0342,-0.2571,0.0826,0.4469,-0.07,-0.4717,0.9913,-0.58,
554,PVL,,0.0417,0.0435,0.15,0.1111,-0.1818,-0.2414,-0.1471,-0.1707,0.025,0.1111,0.0909,0.0313,0.2308,-0.2973,-0.1395,0.72,-0.4048,-0.25,0.0769,0.2381,-0.2364,-0.2029,-0.3839,-0.2866,-0.1693,-0.3549,0,0,0,0,0,0,0,0,0,
555,PPY,,-0.0364,-0.0833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
556,PVR,,-0.04,-0.2424,-0.0833,0.125,-0.0588,0.0625,-0.1351,0,-0.119,0.1667,0.0286,0.0294,0.2593,-0.3077,-0.3036,0.4359,-0.0714,-0.3636,0.0154,0.0833,-0.3684,0.4615,-0.3011,-0.256,-0.1935,0,0,0,0,0,0,0,0,0,0,
557,PVS,,-0.1571,0.123,0.2303,-0.2245,-0.0667,-0.17,-0.0664,-0.1738,-0.1861,0.5037,-0.0884,0.6333,0.1688,-0.0833,0.098,0.02,-0.0196,-0.0613,-0.024,0.3254,-0.2455,0.0438,-0.3133,-0.0827,-0.0117,-0.1994,0.07,-0.1254,-0.151,0.1222,0.4458,-0.1968,-0.4918,1.4206,-0.6431,
558,PVV,,-0.3333,-0.25,-0.04,-0.1071,-0.0345,-0.1212,-0.1081,0.1212,0.0645,-0.0606,-0.0294,0.2143,0.0769,-0.3158,0.0857,0.4,-0.375,-0.3651,0.2353,0,-0.3289,-0.2245,-0.2632,-0.4571,0,0,0,0,0,0,0,0,0,0,0,
559,PVX,,0.3,-0.1667,-0.1724,-0.0938,0,-0.2,-0.2308,-0.1746,0.1053,0.14,0.087,0.84,-0.375,-0.3103,-0.0169,0.4048,-0.3636,-0.3196,0,0.1548,-0.3333,0.2727,-0.4407,-0.1531,-0.0873,-0.2211,0.2301,-0.1049,-0.1884,0,0,0,0,0,0,
560,PXA,,-0.2941,-0.2273,-0.1852,-0.25,0.5,-0.4545,0.1892,-0.2449,0.2564,0.0263,0.2258,0.4091,1,-0.3125,-0.4286,0.2174,-0.3429,-0.3519,0.2857,0.3125,-0.36,-0.2857,-0.4167,0,0,0,0,0,0,0,0,0,0,0,0,
561,QHD,,-0.2198,-0.1103,0.4167,0.0213,0.2051,0.5116,0.1217,0.1443,0.4889,0.1441,-0.1259,0.5882,-0.0116,-0.0227,0.2222,0.0909,0.4043,-0.1296,-0.0526,-0.3936,0.093,0.2836,-0.5939,-0.1129,-0.1913,-0.5064,0,0,0,0,0,0,0,0,0,
562,QNC,,-0.0625,-0.0725,-0.0282,0.1833,0.0345,-0.3012,-0.046,0.1013,0.2154,0.1607,-0.1515,0.1786,0.1429,-0.0577,-0.037,-0.0847,-0.1324,-0.1392,-0.0814,0.0238,-0.2432,-0.2183,-0.3039,-0.0685,-0.1412,-0.1956,0.1045,-0.2243,0.2542,0.1174,0.4667,-0.2742,-0.3474,0.7117,-0.4801,
563,QST,,0.0879,-0.09,0.2048,0,-0.17,0.0417,0.0909,0,-0.1619,-0.3354,0.264,0.2626,0.0313,0.0667,-0.2373,0.3721,0,0,-0.2522,0.3529,0.0119,0.05,-0.3043,-0.1418,0.0894,-0.0538,0.1404,-0.2875,0.0191,-0.0188,-0.2381,0,0,0,0,
564,QTC,,0,0.2335,0.0657,-0.0047,0.1263,-0.0909,-0.1804,-0.0078,0.1372,-0.5087,-0.0397,0.1683,0.3531,-0.2068,0.1137,0.4351,0.2919,-0.1355,0.3292,0.2385,-0.0972,-0.2871,-0.0381,-0.2015,0.1435,-0.065,-0.0465,0.3871,0.1772,-0.0125,0,0,0,0,0,
565,RCL,,0.065,-0.1304,-0.0535,-0.0357,-0.0156,-0.0192,-0.0906,0.0669,0.076,0.1521,-0.0882,0.3149,0.1313,-0.0643,0.0364,0,-0.0351,-0.0707,0.0824,0.0897,-0.2571,-0.0187,-0.4755,-0.0049,-0.3543,-0.2608,0.0387,0.0712,0.0532,0.4233,0.8459,-0.1199,-0.6398,1.2166,-0.7594,
566,S55,,-0.0122,-0.0661,0.1256,0.0598,0.1254,-0.0917,-0.5325,-0.1057,0.8516,0.2109,-0.0857,0.1732,0.4793,-0.0359,0.3005,0.2532,-0.2488,-0.1494,0.205,0.3245,-0.1611,0.118,-0.425,-0.0345,-0.1944,-0.0649,-0.0103,-0.0694,0.4464,0.1514,0.8188,-0.1834,-0.5553,0.502,-0.6386,
567,S74,,0.125,-0.1111,-0.0597,-0.1728,-0.0122,-0.0989,-0.1651,-0.0763,-0.0923,0.1017,-0.1387,0.3301,0.4507,-0.0897,-0.093,0.5088,-0.1364,-0.1951,0.0933,0.1194,-0.1928,0,-0.478,-0.201,-0.2918,-0.285,0.1424,-0.161,0.5414,0,0,0,0,0,0,
568,S99,,0.0217,-0.1321,-0.0185,-0.1429,-0.0308,-0.3689,-0.1417,-0.04,0.0163,0.1389,0.5652,0.4082,0.2564,-0.1136,-0.0435,0.2778,-0.234,-0.2879,0.0645,-0.1143,-0.1139,-0.0366,-0.4777,-0.215,-0.2883,-0.2701,-0.2466,0.0668,0.0436,-0.0022,0.8776,-0.304,-0.6,1.9431,-0.8401,
569,SAF,,0.3287,0.012,0.1341,-0.1522,0.038,0.1628,0.1316,0,-0.0952,0.1966,-0.1741,-0.0341,0.1,0.5267,0.0275,0.1233,-0.092,0.0638,0.1869,0.3289,-0.1722,0.3333,-0.5,0.102,-0.2462,-0.0525,0.1627,-0.1061,0.2692,0,0,0,0,0,0,
570,SAP,,0,-0.1217,0.0455,0.1,0,-0.0826,-0.0917,-0.2,-0.0909,0.4865,-0.2014,-0.1313,-0.0698,0.4333,0,-0.1176,-0.1392,1.0256,0.5918,0.1951,-0.481,-0.1222,-0.0625,0.0213,-0.3188,-0.08,0.4019,-0.2074,0.08,0.0417,0.4458,-0.1782,-0.5302,0.7769,-0.5967,
571,SCI,,0.0101,0.4776,-0.3679,0.0095,-0.125,0.1111,-0.0609,0.1275,0.0099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
572,SCJ,,-0.5857,0.2069,-0.275,-0.0909,0.0115,-0.0842,-0.05,-0.0196,0.2911,-0.3577,0.1389,0.3846,-0.037,0.3279,0.1731,0.04,-0.2754,-0.25,0,-0.0612,-0.0841,-0.0531,-0.311,-0.1961,-0.1937,-0.2094,-0.0504,-0.0639,-0.5263,0.6889,0.5517,-0.2732,-0.571,1.3785,-0.66,
573,SCL,,-0.1967,-0.1867,0.0135,-0.0263,-0.1828,-0.4364,0.1149,-0.1913,-0.2407,0.6284,-0.5287,1.2113,0.1452,0.9683,0.75,0.2857,-0.4286,-0.0926,0.0189,-0.1719,-0.4019,-0.1008,-0.4936,-0.1296,0,0,0,0,0,0,0,0,0,0,0,
574,SD2,,-0.2637,0.5167,0.0526,-0.0952,0.1053,-0.24,-0.0741,-0.069,0.0357,0.0909,-0.2596,0.2683,0.4909,-0.127,0.0161,-0.0606,-0.0571,-0.2553,0.1325,0.2206,-0.2527,0.0706,-0.4178,-0.27,-0.3921,-0.1108,0.1212,-0.1603,0.4449,0.2089,0.7442,-0.411,-0.4659,-0.0487,-0.6046,
575,SD4,,-0.0901,0.0091,0.0185,-0.0609,0.0648,-0.0609,-0.065,0.1604,0.1522,0.1646,0.0676,0.2982,0.5,-0.0256,-0.025,0.0256,-0.025,-0.2308,0.1556,0.0976,-0.1633,-0.125,-0.3913,-0.3083,-0.2312,-0.291,0.0295,-0.0778,0.5963,0.0733,1.027,-0.3273,-0.4211,0,0,
576,SD5,,0.0213,-0.0505,-0.0917,-0.155,-0.1623,-0.0314,0.053,0.2276,-0.0315,-0.2063,-0.0909,0.0932,0.0387,-0.153,0.3556,0.4362,-0.3562,-0.2316,-0.05,0.2048,-0.461,0.12,-0.4048,0.0267,-0.25,-0.1781,0.1774,-0.0373,-0.0667,0.6047,0.7339,-0.1733,-0.4898,2.1111,-0.6564,
577,SD6,,-0.0816,-0.1695,-0.0167,-0.04,-0.0157,-0.1419,-0.075,0.0667,0.0204,0.1951,-0.1458,0.1613,0.5122,-0.1277,0.119,0.6154,-0.1333,-0.3333,0.0714,0.2,-0.2045,0.1,-0.5604,-0.1292,-0.1504,-0.4101,0.0451,-0.0828,0.2572,0.3106,0.6709,-0.1771,-0.5271,1.942,-0.7468,
578,SD7,,-0.1864,-0.2027,-0.1591,-0.0435,-0.1238,0.0096,-0.037,-0.1692,0.0833,0.2632,-0.1441,0.1443,0.5645,0,-0.0159,0.26,-0.3506,-0.2524,0.051,-0.1478,-0.2434,0.1783,-0.5132,-0.1846,-0.2225,-0.2216,0.1095,0.0756,-0.0044,0.3294,0.5814,-0.2007,-0.4736,0.7205,-0.73,
579,SD9,,-0.1277,-0.2167,-0.04,-0.0234,0.0159,-0.137,-0.0519,0.0476,-0.0134,0.2314,-0.1712,0.3273,0.3253,-0.0119,-0.0118,0.3281,-0.1899,-0.1939,0.0538,0.1071,-0.2364,0.1579,-0.4477,-0.2456,-0.1648,-0.5018,0.0186,0.0632,0.375,0.2267,0.6575,-0.2521,-0.45,1.328,-0.6824,
580,SDA,,-0.1791,0.3673,-0.1833,-0.2405,-0.21,-0.0385,0.1183,-0.0313,0.3333,0.2203,-0.2532,0.1618,0.7895,-0.1556,-0.1346,0.1818,-0.2143,-0.2821,0.0833,0.0909,-0.2584,-0.0532,-0.4503,-0.1857,-0.25,-0.3778,0.1688,-0.0494,0.1096,0.1128,1.1438,-0.388,-0.6118,1.3418,-0.7356,
581,SDC,,0,-0.0064,-0.0602,0.2117,0.0703,-0.1688,-0.0888,0.0833,0.4182,0.0185,0.1739,0.2603,0.0282,0.0923,0,-0.1333,0.1194,-0.2872,-0.1376,0.0283,-0.2886,0.0956,-0.4403,0.215,-0.1489,-0.1869,0.0664,-0.0655,-0.0794,-0.1711,1.1111,-0.2713,-0.4147,0.6293,-0.6722,
582,SDD,,0,-0.1071,0.12,0.0417,-0.1429,-0.1515,-0.1081,-0.1395,-0.0851,0.0682,0,0.2571,0.3462,-0.1333,-0.1892,0.4231,-0.2571,-0.3269,0.1064,0.0682,-0.2787,0.4878,-0.5859,-0.2878,-0.1146,-0.5313,0.4255,-0.0208,0.8321,0.048,1.0492,-0.2989,-0.4082,0.4848,-0.6935,
583,SDE,,0.0833,0.44,-0.1667,-0.0625,0.0323,0,-0.2619,-0.3,-0.1304,-0.1039,0.0694,0.0588,0.4783,-0.2203,-0.4957,0.3929,-0.2,0.0938,0.7455,-0.1129,-0.0746,-0.464,0.0081,-0.1622,-0.278,-0.0465,0,0,0,0,0,0,0,0,0,
584,SDG,,0.3536,0.0647,-0.1371,0.0155,-0.1182,0.0476,-0.087,-0.0417,-0.0438,0.0866,0.1053,0.0829,-0.1227,0.0476,0.05,-0.0654,-0.3029,0.0586,-0.0203,0.287,0.1675,-0.039,-0.1458,-0.2,0.0601,-0.1676,0.3281,0,0,0,0,0,0,0,0,
585,SDH,,-0.0833,-0.0769,-0.037,0.08,-0.0741,-0.129,-0.2791,-0.1042,-0.1111,0.0588,-0.15,0.2,1,-0.2857,-0.3269,0.7333,-0.3333,-0.3382,0,-0.0685,-0.3866,0.0721,-0.3509,-0.2434,-0.2848,-0.3024,-0.3454,0.1344,0,0,0,0,0,0,0,
586,SDN,,0.0101,-0.1134,0.3086,0.1179,-0.3362,0.0455,0.1074,0.1037,-0.1563,0.28,0,0.1574,0.1134,-0.2945,0.5278,0.6071,0.2308,-0.3933,0.5789,0.044,-0.4313,-0.0533,-0.0174,0.0238,-0.2727,0.0087,-0.1391,-0.0148,0.179,0,0,0,0,0,0,
587,SDP,,-0.1132,0.359,-0.22,0.0417,-0.1273,-0.2667,-0.25,-0.1667,0.7143,-0.0141,-0.0274,0.1231,0.8571,-0.0789,-0.0256,0.2581,-0.225,-0.3548,0.0333,0.1765,-0.2714,0,-0.5172,-0.2408,-0.282,-0.1502,0.1723,-0.11,0.1719,0.7067,0,0,0,0,0,
