No,Ticker,R4_2016,R3_2016,R2_2016,R1_2016,R4_2015,R3_2015,R2_2015,R1_2015,R4_2014,R3_2014,R2_2014,R1_2014,R4_2013,R3_2013,R2_2013,R1_2013,R4_2012,R3_2012,R2_2012,R1_2012,R4_2011,R3_2011,R2_2011,R1_2011,R4_2010,R3_2010,R2_2010,R1_2010,R4_2009,R3_2009,R2_2009,R1_2009,R4_2008,R3_2008,R2_2008,R1_2008,
164,LBM,,-0.1412,0.5429,0.2174,0.0952,0.2353,0.2143,-0.0411,0.168,-0.1007,0.112,-0.1935,0,0.0839,0.3,0.068,0.051,0.0652,-0.0316,0.338,0.0441,-0.0556,0.0588,-0.299,-0.1491,-0.1799,-0.1524,0.1081,-0.1445,-0.0114,0.0174,0.5357,-0.2866,-0.5974,1.8467,-0.483,
165,LCG,,-0.0146,-0.1429,-0.0345,-0.1714,0.0606,-0.1852,0.0125,-0.1579,0.1176,0.2687,-0.0946,0.0882,0.36,-0.2537,-0.2118,0.3492,-0.25,-0.2294,-0.0268,0.12,-0.3289,-0.1287,-0.3372,-0.1224,-0.1624,-0.2023,-0.3973,-0.0581,-0.0313,0.0256,1.7273,-0.1146,0,0,0,
166,LCM,,0.1313,-0.3846,0.04,0.25,0,-0.1667,-0.3684,-0.3333,-0.1231,0.0656,-0.1757,0.0137,0.0735,-0.456,-0.1319,0.007,-0.2099,-0.2198,-0.352,0.1401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
167,LDG,,-0.4842,-0.1949,0.0826,-0.0603,-0.0252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
168,LGC,,0.0252,0.1724,-0.0897,0.009,-0.0515,0.013,-0.3195,0.1615,0.3726,0.3168,-0.0529,0.7,-0.1453,-0.2688,-0.1534,0.6726,-0.4593,0.1237,0.4198,-0.5236,0.07,0.3316,-0.2025,-0.1509,0.0755,-0.1452,0.0954,-0.0503,-0.1078,0.3745,0.5478,0.0195,-0.6758,0.0771,-0.0156,
169,LGL,,-0.0581,0.0886,0.1449,-0.0676,0.0571,-0.0411,0.0735,-0.0286,0.0769,0.383,0.093,0.2286,0.4,-0.2188,-0.1111,0.1613,-0.225,-0.322,-0.0328,-0.2179,-0.0824,-0.2202,-0.3101,-0.1366,-0.3222,-0.2703,0.2715,-0.2049,0,0,0,0,0,0,0,
170,LHG,,-0.145,-0.0703,0.369,0.2467,0.1719,0.1429,-0.2057,0.128,0.3441,-0.07,-0.1667,0.2766,0.093,-0.2182,-0.2308,-0.0892,-0.0063,0,-0.164,0.0053,-0.4268,-0.1611,0.0077,-0.1547,-0.1087,-0.0463,0,0,0,0,0,0,0,0,0,
171,LIX,,0.0704,-0.2941,0.1504,0.2091,0.3095,0.1507,0.0704,0.0525,0.1096,0.0855,-0.162,0.07,-0.0066,0.0237,-0.314,0.4931,0.0473,0.07,-0.2657,0.1986,-0.3178,-0.1083,0,0,0,-0.0676,0.2033,0,0,0,0,0,0,0,0,
172,LM8,,-0.0156,-0.0302,0.0474,-0.1705,0.0816,0.1653,-0.1037,0.0385,0.1818,0.1111,-0.1818,0.2284,0.3221,0.155,0.0403,0.1589,0.07,-0.1453,0.2062,-0.0762,0.0714,-0.02,-0.2248,-0.0915,0,0,0,0,0,0,0,0,0,0,0,
173,LSS,,-0.1141,0.0567,0.6207,-0.0225,0.0114,-0.0638,0.093,-0.1042,-0.068,-0.0463,-0.1,-0.0164,-0.024,-0.0876,0.0301,0.0391,-0.3005,-0.3068,0.1733,0.0976,-0.0682,-0.0393,-0.342,0.0029,0.0878,-0.1284,-0.1586,0.0357,-0.0987,0.7854,1.3727,-0.2857,-0.1149,-0.0225,-0.4164,
174,MBB,,-0.098,-0.0513,0.0685,0.0355,-0.007,0.029,-0.0213,0.1016,-0.0857,0.0145,-0.1097,0.2205,-0.0305,-0.0224,0,0.0984,-0.1095,-0.068,0.028,0.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
175,MCG,,-0.2,-0.1875,-0.0857,-0.1667,0.0769,-0.339,-0.0635,-0.125,-0.0526,0.1515,-0.0435,0.0615,0.6667,-0.0488,-0.0889,0.3235,-0.2766,-0.3286,0.0448,-0.2872,-0.1681,0.0273,-0.2029,-0.1882,-0.3657,-0.3753,0.3079,-0.1159,0,0,0,0,0,0,0,
176,MCP,,0.1342,0.2845,0.0841,0.0094,-0.197,-0.1538,-0.0877,0.0688,-0.0123,-0.069,-0.0595,0.1145,0.1857,-0.0071,0.0444,0.2273,-0.1406,-0.0725,-0.0548,0.1231,0.2037,0.0909,-0.01,-0.0654,-0.1008,-0.0403,-0.0677,-0.089,-0.1798,-0.4007,1.25,-0.0435,-0.1786,-0.04,-0.4262,
177,MDG,,-0.072,0.506,0.1528,0.2203,0.2292,0.0909,0.0732,-0.2407,-0.0526,0.1176,0.02,-0.0196,0.4571,-0.0541,-0.0513,0.1818,-0.175,-0.3103,0.1837,-0.2344,-0.0986,-0.1932,-0.3178,0,0,0,0,0,0,0,0,0,0,0,0,
178,MHC,,-0.278,-0.2479,-0.0763,-0.1438,0.1087,0.1695,-0.1631,-0.1455,0.1538,0.3119,0.473,0.6087,0.0952,0.5,0.1667,-0.04,-0.0385,0.04,-0.0385,-0.1034,-0.0938,-0.0303,-0.45,0,-0.2405,-0.1505,0.1071,-0.1845,-0.3312,0.252,0.9524,-0.3226,-0.4497,0.2158,-0.4506,
179,MSN,,-0.071,-0.0072,-0.0347,0.0286,-0.1304,-0.0417,-0.0175,0.0621,-0.0529,-0.1371,-0.0343,0.2364,0.0061,-0.2613,-0.0089,0.2727,-0.0833,-0.0495,-0.114,-0.042,0.1121,0.0594,0.2169,0.2576,0.4667,-0.1429,0.2899,0.1662,0,0,0,0,0,0,0,
180,MWG,,0.1458,0.6744,0.1467,0,0.1364,-0.1538,-0.4179,0.5056,-0.3407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
181,NAF,,0.0311,0.1338,0.0179,-0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
182,NAV,,0.103,-0.2235,-0.0556,-0.0625,0.0909,0.1429,0.1324,-0.0145,-0.0143,0.2963,-0.2059,0.0149,0.1552,-0.1343,0,-0.0147,-0.0286,-0.0541,0.0725,0.0299,-0.029,-0.1375,-0.2157,-0.15,-0.0977,-0.1419,0.1654,-0.1635,-0.0536,0.2824,0.5233,-0.3723,-0.3081,0.0102,-0.6267,
183,NBB,,0.0444,-0.011,-0.0619,-0.1019,-0.0357,-0.082,0.1902,0,-0.0596,-0.0522,-0.1756,0.911,0.1406,-0.488,-0.1525,0.0034,-0.0784,-0.1671,-0.1489,0,0,-0.2969,-0.1579,-0.0256,-0.0659,-0.1022,0.3286,-0.0278,0.2522,0.5541,0.713,0,0,0,0,
184,NCT,,-0.1436,-0.0561,-0.1769,-0.0972,0.2743,0.1531,-0.0926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
185,NKG,,-0.0998,1.3486,0.4957,-0.1333,0.1345,-0.0846,-0.1333,0.1029,0.2252,0.1684,-0.188,0.3,0.0227,-0.3973,0.1318,0.2286,-0.1026,-0.2303,0.2881,-0.1973,-0.265,-0.1453,-0.064,0,0,0,0,0,0,0,0,0,0,0,0,
186,NLG,,0.0599,-0.0647,0.0043,0.0313,0.1487,0.0263,0.0556,0,-0.027,0.0511,-0.102,0.1462,-0.2565,-0.1353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
187,NNC,,-0.1249,0.2815,0.0976,0.1495,0.0721,-0.0216,-0.0097,-0.3224,0.1692,0.2381,-0.1102,0.2826,0.0698,-0.087,0.2395,0.0644,0.0851,-0.0464,-0.0417,0.2811,0,0.3842,-0.4361,-0.1,-0.1011,0,0,0,0,0,0,0,0,0,0,
188,NVL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
189,NSC,,-0.0686,0.0968,-0.07,0.0204,-0.0392,0.0625,0.2468,-0.0253,0,-0.0125,-0.0303,0.051,0.0467,0.0274,0.46,0.0183,0.169,-0.0164,-0.0184,0.2083,0.0588,0.1333,0,0,-0.0286,-0.0741,-0.0053,-0.05,-0.1753,0.0778,0.9481,-0.0685,-0.3073,0.6126,-0.2625,
190,NT2,,-0.1124,0.1266,0.1925,-0.0112,0.112,0,0.0856,0.2333,0.7143,0.3816,0,0.3103,0.16,0.0204,0.0208,0.2632,-0.1915,-0.06,0.1111,-0.1346,-0.037,-0.2174,-0.2737,-0.0777,-0.0283,-0.0364,0,0,0,0,0,0,0,0,0,
191,NTL,,-0.0274,-0.1364,-0.0833,-0.1608,0.0438,0.1709,-0.1643,-0.1463,0.038,0.1206,-0.2034,0.1959,0.3097,-0.2662,-0.0375,0.1679,-0.1941,-0.2609,0.5232,0.0786,-0.3966,0.0545,-0.614,-0.1231,0.0156,-0.1742,-0.4384,-0.0612,0.5313,1.1053,0.5563,-0.1793,-0.4972,1.07,-0.8359,
192,NVT,,-0.1,-0.1304,0,-0.2069,0.0357,-0.3171,-0.0889,-0.1964,-0.1385,0.0317,-0.1923,0.3929,0.5135,-0.1778,-0.0217,-0.08,0.25,-0.1111,0.7308,-0.1034,-0.2927,-0.3051,-0.3371,-0.3597,-0.3085,-0.196,0,0,0,0,0,0,0,0,0,
193,OGC,,-0.2647,-0.4138,-0.1471,-0.15,0.4815,-0.0357,-0.5088,-0.3214,-0.2881,0.1238,-0.186,0.1622,0.2614,-0.3231,0.0156,0.6203,-0.2547,-0.1311,0.1091,0.3415,-0.3788,-0.102,-0.2759,-0.1471,-0.3021,0.0557,0,0,0,0,0,0,0,0,0,
194,OPC,,0.1096,0.0139,-0.0137,0.0429,0.0938,-0.0986,-0.0897,-0.025,-0.3443,-0.024,-0.031,-0.0227,0.0154,-0.0909,0.5543,0.2958,-0.0405,0.0109,0.2,0.1641,-0.0332,-0.1636,-0.0663,-0.117,-0.1638,-0.0784,0.0099,-0.0472,-0.0364,0.3415,0.64,-0.0385,0,0,0,
195,PAC,,0.0721,-0.2766,0.3164,-0.0147,0.3492,0.0413,0.0126,0,0.0346,0.05,-0.0517,0.2147,0.117,-0.0757,0.2671,0.0429,-0.1195,-0.2319,0.0952,0.2353,-0.575,-0.2,-0.1176,-0.0192,0.04,-0.2857,-0.0789,-0.2762,0.2209,0.9111,0.5,-0.2126,-0.0451,0.0556,-0.3064,
196,PAN,,0.0023,0.144,0.2669,-0.0295,-0.1408,-0.0084,-0.105,-0.022,0.0763,-0.0476,0.0025,0.2246,0,-0.0607,0.3411,0.3299,0.1214,0.0117,0.1032,0.1832,-0.0076,0.2692,-0.4497,0,0,0,0,0,0,0,0,0,0,0,0,
197,PC1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
198,PDN,,0.0305,0.4014,0.0268,0.038,0.0128,-0.1096,0.2514,0.0174,0.0784,-0.2313,0.156,0.1967,0.1538,0.0569,-0.016,0.3298,-0.2167,0.2,-0.3651,0.25,0,0,-0.1787,0.1829,0.0057,0,0,0,0,0,0,0,0,0,0,
199,PDR,,0.0547,-0.1409,0.1374,-0.0296,-0.1563,-0.116,0.0523,-0.0058,0.2815,0.125,-0.0625,-0.1293,0.1951,0.1714,-0.4474,0.3971,0.088,-0.0809,-0.1226,-0.1341,-0.2753,-0.0314,-0.193,-0.0424,-0.0782,0,0,0,0,0,0,0,0,0,0,
200,PET,,-0.1693,0.016,-0.0385,-0.1216,-0.0513,-0.0824,-0.2019,-0.0975,-0.0084,0.5256,-0.2909,0.0046,0.0683,-0.1494,0.5449,0.3565,0.0088,-0.088,-0.0741,0.1345,-0.0846,0.2621,-0.2897,-0.1471,-0.1146,-0.1899,0.0395,-0.0694,-0.2097,0.5271,0.8455,-0.2254,-0.5375,1.162,-0.6011,
201,PGC,,0.2,0.0096,-0.028,-0.2671,0.021,0.007,0.0441,-0.0872,0.0276,0.25,-0.3012,0.3833,0.2245,-0.0392,0.0408,-0.0101,-0.1316,0.0654,0.6719,0.2308,-0.2,0.0484,-0.38,-0.3007,-0.1637,-0.2629,0.0841,-0.0317,-0.0474,0.6338,0.7531,-0.2358,-0.3205,0.0612,-0.5739,
202,PGD,,-0.1144,-0.0385,0.3073,-0.2797,0.336,0.24,0.0309,-0.1313,-0.0897,0.0251,-0.2521,0.3754,0.1952,0.0139,-0.0828,0.163,-0.233,-0.0222,0.0843,0.0573,-0.1029,0.0145,-0.0417,0.0942,-0.0352,-0.1683,-0.2115,-0.0877,0,0,0,0,0,0,0,
203,PGI,,0.1282,0.2342,-0.0539,-0.0618,0.2192,0.0896,0.34,-0.0385,0.1064,0.093,-0.1963,0.2588,0.0625,-0.0244,-0.1633,0.1667,0.05,0,0.039,0.0132,-0.1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
204,PHR,,0.3667,-0.0674,0.2063,-0.1209,0.04,-0.1505,-0.0463,-0.2145,-0.0984,0.1296,-0.1483,-0.0155,0.0915,-0.0391,0.0407,0.0926,0.0189,-0.134,0.1333,0.1489,-0.2167,-0.026,-0.1676,-0.0054,-0.0313,-0.0026,0.049,-0.0566,-0.1946,0,0,0,0,0,0,
205,PIT,,-0.0385,-0.037,0.0253,0.0822,-0.0519,-0.0494,0.0253,0,-0.0247,-0.0241,0.1067,0.1364,0.2,-0.0351,-0.1364,0.0645,-0.1268,-0.1839,0.1299,0,-0.1538,-0.0421,-0.2083,-0.0625,-0.2515,-0.1047,0.4044,-0.0872,-0.1989,0.2,0.4762,-0.2222,-0.3919,0.362,-0.503,
206,PJT,,-0.1321,0.0526,0.2202,0.0686,0.0968,0.0449,0.0471,0.0366,0.025,-0.0476,-0.0667,0.1842,0.0857,-0.186,0.0361,0.137,-0.0759,0.0533,0.25,0.0169,-0.0328,-0.0758,-0.1646,-0.1023,-0.1852,-0.0769,0.1038,-0.1846,-0.1034,-0.0705,0.8353,-0.3089,-0.3204,0.2569,-0.4706,
207,PNC,,0.7449,-0.2519,-0.2202,0.5,-0.3978,0.4531,0.1636,0.1,0.2346,0.2656,0.1228,0.3256,-0.14,-0.0741,0.2857,0.1667,-0.122,-0.2115,0.04,-0.0196,-0.1053,-0.0339,-0.1571,-0.2135,-0.1835,-0.0354,0.0971,-0.019,-0.1322,-0.1418,0.6988,-0.1616,-0.2929,0.0687,-0.5057,
208,PNJ,,-0.0227,0.0846,0.4381,0.162,0.1969,-0.3627,0.371,-0.0905,0.2862,0.0258,0.1032,0.0293,0.0302,-0.0075,-0.1331,-0.0345,0.0633,-0.2754,0.0122,0.1521,0.1678,0.3333,-0.2897,-0.0559,-0.0286,-0.3966,0.0943,-0.1382,-0.1399,0.0362,0,0,0,0,0,
209,POM,,0.0172,-0.0645,0.4531,-0.0857,0.0145,-0.0921,-0.1364,-0.0222,-0.25,-0.04,-0.0234,0.0079,0.016,-0.0741,0.0887,0.0333,-0.0698,-0.0301,-0.0292,0.2455,-0.2029,-0.1534,-0.3374,-0.1604,-0.1652,-0.2403,0,0,0,0,0,0,0,0,0,
210,PPC,,0.1026,-0.0382,-0.0765,-0.0608,-0.0055,-0.1911,-0.1036,0,0.1409,-0.0045,-0.116,0.0684,0.1584,-0.2463,0.6242,0.65,0.0417,-0.1193,0.2111,0.3636,-0.0149,-0.0429,-0.4017,0.0086,-0.0938,-0.2558,-0.0444,-0.0863,-0.3433,0.0239,0.5838,0.0278,-0.5313,0.2929,-0.3747,
211,PPI,,-0.3838,-0.2292,0.0909,-0.2903,-0.0462,-0.2614,-0.2727,-0.1538,0.1917,0.25,0.28,0.2931,0.0943,0.0816,-0.02,0.25,-0.2453,-0.197,0.1,0.0345,-0.284,-0.1818,-0.4176,-0.32,0,-0.3902,0,0,0,0,0,0,0,0,0,
212,PTB,,-0.1105,0.1565,0.5333,0.1194,0.3535,-0.0198,-0.1293,0.0357,0.1359,0.2545,-0.1007,0.1716,0.231,0.01,0.8182,0.32,0.0593,-0.0992,0.065,-0.0889,-0.0357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
213,PTC,,-0.2157,-0.0541,-0.039,-0.0128,-0.3445,0.1782,-0.2786,0.8667,0.25,0.0169,-0.0484,-0.0159,0.05,0.0526,0.0755,0.1778,-0.25,-0.4,0.6949,0.0172,-0.5285,0.0789,-0.1679,-0.068,0.1951,-0.3351,0.8878,-0.1624,-0.0488,0.0082,0.5641,0,0,-0.0506,-0.603,
214,PTL,,0.025,-0.0769,0.3,0.1765,-0.1053,-0.1364,-0.2414,-0.1471,-0.15,0.25,0.1852,-0.129,0.55,-0.3333,-0.1892,0.5417,-0.3333,-0.3684,0.2128,-0.06,-0.4048,0.3125,-0.3905,-0.16,0,0,0,0,0,0,0,0,0,0,0,
215,DAT,,0.2333,-0.4915,-0.3249,0.9083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
216,PVD,,-0.1344,-0.1994,0.264,-0.2013,-0.1377,-0.2951,-0.1121,-0.2318,-0.2335,0.1726,0.0307,0.1727,0.188,0.17,0.2658,0.1618,-0.0341,-0.0195,-0.0795,0.0773,-0.095,-0.1489,-0.0309,-0.03,0.0823,-0.0941,-0.0973,-0.358,-0.0785,0.2905,0.3704,-0.2552,-0.3584,0.5374,-0.3718,
217,PVT,,-0.1747,0.1231,0.2871,-0.0194,-0.0463,-0.0609,-0.1727,-0.2011,0.0116,0.3231,-0.0972,0.2522,0.7692,0.1404,0.1875,0.2973,-0.1778,-0.2105,0.3902,0.1389,-0.1818,-0.102,-0.4674,-0.1321,-0.1783,-0.0851,0.1371,-0.2619,-0.2222,-0.0137,0.6846,-0.1925,-0.4331,0.5955,-0.613,
218,PXI,,-0.1449,-0.1552,0.1373,-0.1053,-0.1618,-0.2,0.0897,-0.1875,0.3333,0.3585,-0.1846,0.5476,0.3125,-0.1351,-0.1591,0.1282,-0.2778,-0.2394,0.3396,0,-0.2933,0.1538,-0.4492,-0.2237,-0.3028,0,0,0,0,0,0,0,0,0,0,
219,PXS,,-0.2256,-0.0362,0.2,-0.1544,-0.1282,-0.2277,-0.0561,-0.2961,0.0857,0.5556,-0.1818,0.7054,0.3299,-0.1261,0.11,0.4706,-0.2688,-0.1842,0.2667,0.0227,-0.1698,0.1522,-0.2581,-0.1143,-0.2473,0,0,0,0,0,0,0,0,0,0,
220,PXT,,-0.3103,-0.2184,0.9773,0.1579,0.0556,-0.0526,-0.1163,-0.2833,0.5385,0.0263,-0.3559,0.6857,0.2069,-0.0645,-0.3404,0.2368,-0.2245,-0.2794,0.2143,0.1429,-0.1091,-0.0351,-0.3596,-0.1604,-0.203,0,0,0,0,0,0,0,0,0,0,
221,QBS,,-0.1219,-0.1111,-0.027,-0.2952,-0.0187,-0.0696,-0.0726,-0.4178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
222,QCG,,-0.107,-0.0851,0.0444,-0.1818,-0.0517,-0.2055,-0.2065,-0.156,0.2529,-0.1031,0.3288,0.1061,-0.0704,-0.1013,0.0533,0.1364,-0.2235,-0.1748,-0.3355,0.0915,-0.3073,0.1714,-0.2188,-0.1418,-0.1,0,0,0,0,0,0,0,0,0,0,
223,RAL,,0.0937,0.3475,0.0522,0.2642,0.1778,0,-0.0302,-0.072,0.046,0.1142,-0.279,0.1019,0.0286,0.4706,0.2353,0.2042,-0.1724,-0.1077,0.2037,0.5254,0.1346,-0.0429,-0.185,0.0204,-0.1478,-0.1636,0.0036,-0.0352,-0.0658,-0.0065,1.0816,-0.4073,-0.4192,0.3819,-0.4763,
224,RDP,,0.0591,-0.1088,-0.0563,0.0067,0.0601,0.3606,0.1751,-0.0167,0.2329,-0.0458,-0.15,0.2857,-0.0345,-0.0584,0,0.3051,0.3258,-0.0729,0.0549,-0.0319,0.0562,-0.022,-0.2835,-0.0993,-0.1657,-0.0506,0.0171,-0.1667,0,0,0,0,0,0,0,
225,REE,,0.1045,-0.029,-0.1551,-0.0354,-0.0078,0.0119,-0.08,0,-0.0646,0.1667,-0.215,0.1146,0.1755,-0.1058,0.4346,0.3082,-0.0701,-0.0427,0.2615,0.1504,-0.1308,0.2037,-0.2286,-0.0789,-0.1111,-0.651,0.0938,-0.0468,-0.0543,0.0852,1.6784,-0.2434,-0.514,0.3362,-0.5977,
226,RIC,,0.0176,0.0494,-0.3077,-0.0168,0.4167,-0.134,-0.1565,-0.3466,0.76,0.25,0.1111,0.1429,0.1053,0,-0.1094,0,0.1034,-0.1944,0.2857,-0.1111,-0.3,-0.0625,-0.3239,0.0216,-0.0733,-0.4949,-0.0719,0.0256,-0.2989,0.1323,1.5686,-0.173,-0.1553,-0.1479,-0.4589,
227,SAM,,-0.0943,-0.1111,0.1512,0,0.0118,-0.2411,-0.104,-0.0942,0.15,0.3483,-0.2705,0.5443,0.1449,-0.1687,0.0641,0.2381,-0.1486,-0.1084,0.5091,0.0784,-0.2714,-0.375,-0.2866,-0.215,-0.1489,-0.1952,0.0282,-0.0405,-0.1494,0.2701,1.2645,-0.2143,-0.5319,0.2654,-0.5806,
228,SAV,,0.0442,-0.1569,0,-0.0727,0.0784,-0.0377,-0.1587,-0.0156,-0.0857,-0.0604,-0.0859,0.2348,0.6098,-0.0682,0.2055,0.1061,-0.1951,-0.2264,-0.3765,-0.0449,-0.1909,-0.2763,-0.076,0.0967,0.1628,-0.2412,-0.1392,-0.0125,0.2821,0.2735,0.7133,0.0672,-0.2757,-0.1921,-0.3343,
229,SBA,,0.0392,0.0408,0.0316,0.0215,-0.0412,-0.0396,-0.0818,-0.0756,0.1121,0.1146,-0.0495,0.4638,0.1695,-0.2532,0.0972,0.8,-0.1837,-0.1695,0.2553,0.175,-0.2157,0,-0.3289,-0.05,-0.0698,0,0,0,0,0,0,0,0,0,0,
230,SAB,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
231,SBT,,-0.3077,0.1073,0.1123,0.5659,0.2908,0.1557,0.0702,0.0364,-0.0833,0,-0.0476,0,-0.0079,-0.1419,-0.092,0.2074,-0.106,-0.2094,0.3643,0.2727,-0.1729,0.33,-0.2,0.0331,0.1101,-0.084,0.0439,-0.0339,-0.2133,0.4151,1,-0.4239,-0.0891,-0.0982,-0.4589,
232,SC5,,-0.0119,0.0455,-0.0435,-0.056,0.1167,0.0435,-0.08,-0.0741,0.063,-0.0863,0.1583,0.206,0.0102,0.1726,0.2086,-0.0479,-0.0759,-0.0706,0.1409,0.49,-0.4318,-0.1066,-0.4119,-0.1604,-0.1326,-0.3285,0.2124,-0.1308,0.2871,0.2949,1.0207,-0.1787,-0.5481,0.3232,-0.6583,
233,SCD,,0.3813,0.0605,-0.0802,0.1602,-0.0468,0.0491,0.3119,0.1614,-0.0379,-0.1141,-0.0261,0.4434,0.2184,-0.0595,0.4341,0.3871,-0.0606,-0.0571,-0.1732,0,-0.2013,-0.4,0,0,-0.1273,-0.1129,0.1481,0.1392,0.2408,0.2733,0.1811,-0.1806,-0.3874,0.4056,-0.28,
234,SCR,,-0.1738,0.0957,-0.0208,0.1294,0.1184,0.0704,-0.0897,-0.2642,0,0.2619,-0.1064,0.3623,0.1129,-0.2619,-0.0769,1.1667,-0.4545,-0.4615,1.1029,-0.1282,-0.3217,0.1856,-0.5268,-0.1992,0,0,0,0,0,0,0,0,0,0,0,
235,SFC,,-0.1516,0.3191,0.0491,0.0182,-0.0909,0.0083,-0.0769,-0.0681,0.4162,0.0423,-0.1209,0.1685,-0.1024,-0.0049,0.03,-0.0868,-0.0601,0.1095,0.0448,-0.1106,-0.0259,0.0545,0,0,-0.0811,-0.2673,-0.0098,0.02,-0.4118,0.3386,0,0,-0.0521,0.4354,-0.3318,
236,SFG,,-0.0427,-0.146,0.0148,-0.0426,0.0444,-0.2286,0.0479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
237,SFI,,0.0031,0.1571,-0.0728,-0.0321,0.1429,0.0149,-0.0881,0.0315,-0.2056,0.2081,-0.1924,0.3273,0.2811,-0.0046,0.1784,0.1012,0.05,-0.096,0.3015,0.1525,-0.0709,0.0763,-0.2805,-0.0889,-0.1818,-0.2926,-0.0799,-0.0963,-0.2305,-0.5661,2.0435,0.0055,-0.5054,1.1637,-0.5855,
238,SGT,,0.0638,0.2368,-0.3091,0.3095,0.2727,-0.34,-0.0385,0.0196,0.1087,0.3143,-0.0278,-0.027,0.6818,-0.3714,0.1667,-0.1429,-0.4444,0.05,0.0169,-0.2625,-0.0123,0.1096,-0.2913,-0.1121,-0.3176,-0.2641,0.0221,-0.0776,-0.0392,-0.052,0.7468,-0.374,-0.3804,0.0393,-0.4974,
239,SHA,,0.0165,-0.0319,-0.1826,-0.1353,0.2315,-0.0924,0.5867,-0.026,0.3509,0.1875,-0.0943,-0.0185,0.3846,-0.3158,-0.4412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
240,SHI,,0.013,-0.1538,-0.3053,-0.1603,0.3,-0.0476,0.726,-0.2065,0.3939,0.1786,0.0182,0.0377,0.4722,-0.2653,0.0652,0.3939,-0.3889,-0.2059,0.0303,-0.0435,-0.25,-0.1858,-0.3234,-0.0973,-0.3854,-0.0353,0.2,0,0,0,0,0,0,0,0,
241,SHP,,0.0105,0,0.0214,-0.026,0.0549,-0.0808,0.0645,-0.0971,0.329,0.3025,0.0348,0.2637,0.1098,0.0123,0.0385,0.4444,0.0189,-0.0364,0.3095,0.2,-0.1026,-0.2353,-0.1207,-0.0169,0,0,0,0,0,0,0,0,0,0,0,
242,SII,,0.3346,0.0117,0.089,-0.3059,-0.0556,0.44,0.046,0.0346,0.2623,0.1227,-0.201,0.2,0.1039,0.0694,0.0588,0.1624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
243,SJD,,0.0427,0.1107,-0.0156,0.0078,-0.0304,-0.0804,-0.0774,0.1071,-0.0071,0.41,-0.095,0.0728,0.1573,-0.0378,0.1709,0.1367,0.053,0.0313,0.2075,0.1648,-0.0521,0.0323,-0.2314,-0.032,-0.1611,-0.1486,-0.1463,-0.0465,0.1198,0.1497,0.2463,-0.0694,-0.1273,-0.0984,-0.3797,
244,SJS,,-0.0496,0.048,0.2019,-0.0588,0.1276,-0.0968,-0.132,-0.0196,-0.0192,0.4208,-0.2407,0.6067,0.5,-0.3151,-0.3113,0.1099,-0.251,-0.3359,0.4884,0.5828,-0.4603,-0.0473,-0.3784,-0.0467,-0.1083,-0.2593,0.0872,0.0068,-0.5163,0.9367,0.639,-0.1469,-0.5586,0.9394,-0.5976,
245,SKG,,-0.2216,-0.2939,0.213,0.2273,0.4915,-0.056,0.3889,0.0135,-0.0111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
246,SMA,,-0.0508,-0.0484,0.1923,-0.0877,0.14,0.0204,-0.0755,-0.0702,0.0755,0.0192,0.0612,0.0426,0.2368,-0.05,0,0.1765,-0.32,-0.3056,0.44,0.1111,-0.2857,-0.1,-0.3069,-0.0818,0,0,0,0,0,0,0,0,0,0,0,
