No,Ticker,R4_2016,R3_2016,R2_2016,R1_2016,R4_2015,R3_2015,R2_2015,R1_2015,R4_2014,R3_2014,R2_2014,R1_2014,R4_2013,R3_2013,R2_2013,R1_2013,R4_2012,R3_2012,R2_2012,R1_2012,R4_2011,R3_2011,R2_2011,R1_2011,R4_2010,R3_2010,R2_2010,R1_2010,R4_2009,R3_2009,R2_2009,R1_2009,R4_2008,R3_2008,R2_2008,R1_2008
168,LGC,0.0472,0.0126,0.014,-0.0238,-0.0423,-0.0138,0.0738,-0.1354,0.065,-0.1727,0.3548,0.162,0.0313,-0.129,-0.1088,0,0.16,-0.2252,0.1863,-0.0714,-0.115,0.0314,-0.1089,-0.0294,-0.0216,0.0076,-0.0756,0.0802,-0.0685,0.1263,0.0125,0.0996,-0.0113,-0.3163,-0.1138,0
169,LGL,0.0077,-0.0402,0.1084,-0.0432,-0.0802,0.1043,-0.0182,0.0504,0.0136,0.0751,0.0711,0.0969,0.1413,-0.0474,-0.0147,-0.1249,0.0706,-0.1928,-0.1208,0.0389,-0.1283,-0.005,-0.1468,-0.1616,0,-0.2949,-0.0752,0.0995,-0.2139,,,,,,,
170,LHG,-0.0834,-0.0112,-0.0145,0.1,0.0952,0.0865,0.0319,-0.068,0.1576,-0.0134,-0.0688,0.0645,0.1249,-0.0743,-0.1475,-0.0734,-0.0393,0.0422,-0.0707,0.1275,-0.4322,0.1608,-0.1621,-0.058,-0.0512,-0.0792,-0.0805,,,,,,,,,
171,LIX,-0.0221,-0.0153,-0.1267,0.1196,0.0605,0.1373,0.0205,0.0587,0.0406,0.0399,-0.0501,0,0.0043,0.049,-0.0221,-0.1203,0.1081,0.0278,-0.0969,-0.0063,0.0193,-0.1645,0.0064,-0.1157,-0.0069,-0.0395,-0.0333,0.0728,,,,,,,,
172,LM8,-0.0291,0.005,-0.0536,0.0569,-0.0898,0.0464,0.0203,0.0016,0.0422,0.0467,0.0202,0.0084,0.0708,0.0787,0.0504,0.057,0.0316,-0.0041,0,0.0949,-0.0567,0.0227,-0.1586,-0.019,,,,,,,,,,,,
173,LSS,-0.0699,0.0089,0.0278,0.1891,0.005,-0.0605,0.0655,-0.005,-0.0473,-0.0385,-0.0081,-0.0635,0,-0.017,0.0101,-0.0515,-0.0179,-0.1428,-0.1296,0.1446,-0.0531,0.0553,-0.1783,-0.0645,0.0088,-0.0248,-0.0574,-0.0236,-0.0473,0.1888,0.3764,-0.0256,-0.0241,-0.0393,-0.1707,-0.1589
174,MBB,-0.0046,-0.0208,-0.0029,0.0206,0,-0.0403,0.0588,-0.0124,0.0284,-0.0097,-0.0126,0.0062,0.0361,-0.0135,0.0067,-0.0324,0.0392,-0.0423,-0.0386,0.1019,,,,,,,,,,,,,,,,
175,MCG,-0.0295,-0.103,-0.0872,0,-0.1891,-0.0328,-0.0155,-0.0365,-0.0941,0.0736,-0.0444,0.1331,0.1332,0,0.0113,-0.1015,0.0902,-0.1648,-0.1306,0.1461,-0.2725,-0.0125,-0.092,-0.0411,-0.1041,-0.3461,-0.1397,0.2417,-0.1925,,,,,,,
176,MCP,0.2522,0.0309,0.094,0.0706,-0.0126,-0.1218,-0.0031,-0.058,-0.016,-0.0129,-0.0388,0.0288,0.0256,0.0839,0.0196,0.024,0.0144,-0.0828,-0.0119,0.0304,0.0259,0.0886,0.021,-0.0169,0.0126,-0.1249,-0.0157,0.0221,-0.1159,0.0362,-0.0436,0.0743,-0.0492,0.1015,-0.2416,-0.2629
177,MDG,0.1261,-0.1494,0.2028,0.1461,0.03,0.0761,0.0593,-0.05,-0.1154,0.0458,-0.0385,0.1476,0.055,0.0119,-0.0348,-0.011,0.0223,-0.0637,-0.1559,0.1559,-0.2199,0.0182,-0.2413,-0.1311,,,,,,,,,,,,
178,MHC,-0.0724,-0.1943,-0.0442,0.0106,-0.1451,0.013,0.1467,-0.039,-0.1129,0.1594,-0.0292,0.4564,0.0653,0.0911,0.0621,-0.0322,0.0158,-0.0158,0,0.0322,-0.0322,-0.0152,-0.2452,-0.1185,-0.0372,-0.1005,-0.0696,0.0792,-0.1793,0,0.1651,0.0494,-0.0852,-0.0995,-0.1586,-0.2741
179,MSN,-0.2021,0.0114,-0.0389,-0.0152,-0.0089,-0.085,0.0458,-0.0158,0.0131,-0.0382,-0.0329,0.0045,0.0666,-0.0358,-0.0905,-0.0381,0.1001,-0.0068,-0.0591,0.012,-0.0744,0.1377,-0.1238,0.1554,0.1786,0.0399,0.1001,0.0501,,,,,,,,
180,MWG,0.0428,0.0343,0.252,0.0177,-0.0119,0.0149,-0.1831,-0.056,0.0681,0.0125,,,,,,,,,,,,,,,,,,,,,,,,,,
181,NAF,-0.0315,0.0654,-0.021,0.0119,-0.0119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,NAV,-0.0978,0.075,-0.0902,0.0529,-0.0344,0.0344,0.0602,0.0432,0,0.0479,-0.0142,-0.0465,0.0607,0.0147,-0.0495,-0.0196,-0.0063,0,-0.0185,-0.0235,0.0679,-0.0132,-0.077,-0.1263,-0.0778,-0.0859,-0.027,0.0898,-0.1597,0.1828,0.1072,0.0132,-0.1531,-0.0476,-0.2406,-0.378
183,NBB,0.0057,0.0152,0.0295,-0.0365,-0.0807,-0.0208,-0.0018,0.0676,-0.021,0.0231,-0.1016,0.1544,0.0951,0.0414,-0.1978,0.0107,-0.2095,-0.0273,-0.0632,-0.0542,-0.0252,0.0428,-0.1886,-0.0824,,,-0.007,0.132,-0.0333,0.2489,0.173,,,,,
184,NCT,0.0361,-0.1196,-0.004,-0.0864,-0.0065,0.0659,0.0474,-0.0244,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,NKG,-0.0109,0.1371,0.1786,0.1712,-0.1322,0.0339,0.0335,-0.0423,0.0891,0.1031,-0.0624,0.0239,0.0959,-0.0792,0.1825,-0.1134,-0.0817,-0.0928,-0.0033,0.0067,-0.0713,-0.1278,-0.0883,-0.0689,,,,,,,,,,,,
186,NLG,0.0243,0.003,-0.0348,-0.0092,0.05,0.0496,-0.0157,0.0416,0.0049,-0.0192,-0.0251,0.0618,-0.0248,-0.0872,0.1019,,,,,,,,,,,,,,,,,,,,,
187,NNC,-0.1072,0.0305,0.1045,0.0728,-0.0038,0.0433,0.0042,-0.0083,-0.1177,0.0257,0.0759,0.0458,0.0512,-0.0277,0.0141,0.0359,0.0923,0.0104,-0.0462,0.0206,0.0598,0.0562,-0.0618,-0.1011,-0.0322,-0.101,,,,,,,,,,
188,NVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,NSC,0.0069,-0.0649,0.0649,-0.0183,-0.0132,0.0177,0.0304,0.0597,0.0056,0.0114,0.0117,-0.0343,0,0.0028,0.0498,0.1127,0.0889,0.0414,-0.0783,0.0271,0.1347,-0.0052,0.0132,-0.0623,0.0166,-0.0246,-0.0045,0.0126,-0.1084,0.1237,0.0416,0.1656,-0.0891,0.0194,0.0083,-0.1904
190,NT2,-0.0817,-0.0012,0.0755,0.0482,-0.0016,0.0201,-0.0068,0.0482,0.1113,0.321,0.0661,0.0709,0.052,0.0414,0,0.0177,0.058,-0.0669,0.0181,0.081,-0.0991,-0.0807,-0.1212,-0.1165,0.0309,,,,,,,,,,,
191,NTL,-0.0185,-0.0177,0.0088,-0.0987,-0.0774,0.015,0.1031,-0.0843,-0.0679,0.0341,-0.0258,0.0084,0.0512,0.0617,-0.0285,-0.1171,0.0652,-0.1444,-0.1233,0.3162,-0.1929,0.0295,-0.4292,-0.1265,0.0033,-0.0698,-0.3562,0.1184,-0.0252,0.2438,0.3847,-0.0103,-0.0223,0.0122,-0.4267,-0.5177
192,NVT,0.031,-0.0023,-0.1362,0.0348,-0.0822,-0.0817,0,-0.128,-0.0761,-0.0647,-0.0563,0.0563,0.1695,0.0524,-0.0717,-0.0615,0.0615,0.0293,0.0653,0.246,-0.2576,-0.0435,-0.2576,-0.1645,-0.1249,-0.2447,,,,,,,,,,
193,OGC,0,-0.2346,-0.1154,-0.0544,0.0691,0.0645,-0.2041,-0.1833,-0.2059,-0.0382,-0.008,-0.0079,0.0325,0.049,-0.0532,-0.1035,0.2015,-0.1813,-0.1352,0.3434,-0.2117,0.0246,-0.1833,-0.1178,-0.0229,-0.2128,,,,,,,,,,
194,OPC,0.0203,0.0105,0.0036,0.0195,0.0834,-0.0565,-0.0523,-0.0229,-0.1871,-0.0177,-0.0366,0,0.0064,-0.0159,0.0063,0.2315,0.054,0.0037,-0.0275,0.0689,0.0738,-0.1427,0.0635,-0.0372,-0.0734,-0.0444,-0.0504,0.017,-0.0645,0.0601,0.1901,0.0786,-0.3399,,,
195,PAC,-0.0447,0.0176,-0.0592,0.1072,-0.0053,0.081,-0.0232,0.0649,0.0161,0.011,0.0037,0.0292,0.0467,0.0374,0.0124,0.0534,0.0144,-0.0311,-0.1697,0.0766,-0.1304,-0.0522,-0.2175,-0.0297,-0.0081,-0.0529,-0.0897,-0.0253,-0.104,0.1848,0.2263,0.0618,-0.0706,0,-0.0925,-0.1442
196,PAN,-0.0499,0.0488,0.0481,0.0981,-0.0388,-0.0404,-0.0246,-0.0319,-0.0011,-0.0629,0.0639,0.0273,0.0927,0.0014,-0.0138,0.185,0.0063,0.0733,-0.0025,0.1032,0.016,0.0099,-0.0099,-0.175,,,,,,,,,,,,
197,PC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PDN,0.05,-0.0215,0.1807,0.0263,-0.0155,0.0269,-0.0645,0.0944,-0.0074,-0.1056,0.0453,0.0554,0.103,0.0571,-0.0188,0.0366,-0.0018,0,-0.016,-0.0303,-0.0389,,,-0.1313,0.0739,,,,,,,,,,,
199,PDR,0.0128,0.0199,-0.0512,0.0444,0.0101,-0.1704,0.0237,0.02,0.013,0.2005,-0.0322,-0.1,0.0737,0.0037,0.0188,-0.2257,0.1888,-0.0274,-0.035,-0.0518,-0.15,-0.0351,-0.058,-0.0714,0.0053,-0.0834,,,,,,,,,,
200,PET,-0.0344,-0.0667,0.0101,0.0034,-0.0928,-0.0669,-0.0474,-0.0064,-0.0441,0.1051,0.0024,-0.086,0.0122,0.0021,0.0918,0.0691,0.1239,-0.0381,-0.134,0.1303,-0.0142,0,-0.0433,-0.086,-0.0178,-0.1249,-0.0723,0.1218,-0.1553,0.1115,0.1319,0.088,-0.1226,-0.1196,0.0898,-0.361
201,PGC,0.0034,0.091,-0.0206,0.0081,-0.1622,0.0292,0.028,0.0098,-0.0438,0.0504,0.0205,-0.0401,0.0805,0.0754,0.0432,-0.1958,0.1217,0,-0.0126,0.3052,-0.1165,0.0401,-0.1214,-0.2984,0.0449,-0.1906,-0.0814,0.1171,-0.1234,0.2076,0.2087,0.0426,-0.0924,-0.0414,-0.1761,-0.3565
202,PGD,-0.0325,-0.0283,-0.0185,0.1252,-0.1315,0.1173,0.107,-0.0104,-0.0799,-0.0024,-0.0972,-0.0244,0.1811,0.061,-0.0353,-0.0667,0.0757,-0.1073,0.0059,0.064,-0.0357,-0.0076,-0.0266,-0.024,0.1065,-0.1163,-0.0864,-0.0149,,,,,,,,
203,PGI,0.0204,0.0258,0.0854,-0.008,-0.0307,0.0841,0.0215,0.1356,0,0.0358,0.0191,-0.0283,0.0586,0.0383,-0.0435,-0.03,0.0512,0.0055,-0.0109,0.0054,-0.0463,-0.0634,,,,,,,,,,,,,,
204,PHR,0.1152,0.0526,-0.0045,0.0909,-0.0611,-0.0254,-0.0566,-0.0535,-0.0538,0.0046,-0.0271,-0.0241,-0.0055,0.052,-0.0253,-0.0072,0.031,-0.0209,-0.0686,0.076,0.0135,-0.0267,-0.0515,-0.054,0.0161,-0.0172,-0.0449,0.0692,-0.0762,,,,,,,
205,PIT,0.0114,0,-0.0114,0.0173,-0.0116,-0.0113,-0.011,0.0223,-0.0277,-0.0692,0.0483,0.0906,0.0754,0.0076,-0.0503,0.0068,-0.0068,-0.0689,-0.044,0.0558,-0.0812,-0.0332,-0.0309,-0.0848,-0.0465,-0.1782,-0.0799,0.2774,-0.115,0.115,-0.0378,0.0792,-0.1167,-0.0594,-0.1267,-0.3082
206,PJT,-0.0166,0.0418,-0.0233,0.0395,0.0126,0.0496,0.0296,0.0103,0.0106,0.0164,-0.0524,0.0307,0.0565,-0.0177,-0.028,0.0055,0.0284,-0.0173,-0.0166,0.1397,-0.0074,-0.0073,-0.0852,-0.0558,-0.0254,-0.1627,0.0034,0.0624,-0.1433,0.0948,0.0987,-0.0695,-0.0599,0.0168,-0.1749,-0.2641
207,PNC,0.0187,0,0.172,-0.2651,0.1739,-0.0584,0.0821,0.0325,0.0867,0.1452,-0.0126,0.1375,0.0448,-0.0362,0.0555,0.0307,0.0446,-0.055,-0.0928,0.0726,-0.0889,-0.0158,-0.0512,-0.1145,-0.0639,-0.1395,0.0238,0.052,-0.0414,0.0336,0.1047,-0.0193,-0.0776,-0.0231,-0.1736,-0.3183
208,PNJ,0.0063,0.0263,0.0465,0.1074,0.1471,-0.0595,-0.1211,0.1106,-0.0012,0.092,-0.0071,0,0.06,0.0098,-0.0033,-0.0707,-0.0028,-0.1176,-0.0265,0.057,0.034,0.1201,-0.0142,-0.1273,0.0414,-0.02,-0.2303,0.0414,-0.0792,-0.0641,0.1864,,,,,
209,POM,-0.0369,-0.0047,-0.0486,0.2317,-0.0472,0.0064,-0.0128,-0.0642,-0.0654,-0.1249,-0.0205,-0.0099,0.0411,-0.0244,0.0103,-0.0069,-0.0034,-0.0199,-0.0877,0.1978,-0.1228,-0.0362,-0.1117,-0.164,-0.0239,-0.0746,-0.1699,,,,,,,,,
210,PPC,0.0569,-0.0114,-0.0653,0.0098,-0.0265,-0.0709,-0.0398,-0.028,0.0068,0.061,0.0224,-0.1002,0.1108,-0.0523,0.0481,0.1687,0.2136,-0.0618,-0.0341,0.1561,0.0367,0.0196,-0.1365,-0.1405,0.0368,-0.1142,-0.1359,0.0314,-0.1498,-0.0256,0.0031,0.1769,-0.0811,-0.1171,-0.1201,-0.1627
211,PPI,-0.1052,-0.2202,-0.0555,0.0458,-0.2218,0.0058,-0.085,-0.1496,-0.0135,0.1044,-0.0286,0.3512,0.009,-0.0177,0.0269,-0.0439,0.1032,-0.1354,-0.1326,0.1249,-0.1526,0,-0.2314,-0.2006,-0.0398,-0.1576,-0.0834,,,,,,,,,
212,PTB,0.0036,-0.0142,0.0403,0.1582,0.0498,0.1461,-0.0828,0.0259,-0.0113,0.1091,0.0306,0.0308,0.0055,0.1646,-0.0237,0.2713,0.0891,0,-0.0105,0,-0.055,-0.012,,,,,,,,,,,,,,
213,PTC,0,-0.1212,0.066,-0.0877,0,-0.1074,-0.0122,-0.004,0.0784,0.2187,-0.0378,0.0147,0.0392,-0.0466,0.0385,-0.0738,0.1341,-0.231,-0.3144,0.5547,-0.4986,0.0932,-0.0779,-0.0092,0.0186,-0.0701,-0.1154,0.331,-0.1849,0.1761,0.0315,0.0391,-0.1,-0.0879,-0.2893,-0.2924
214,PTL,0.0731,-0.0019,0.083,0.0483,-0.0248,-0.1065,0,-0.0696,-0.1127,0.0256,0.0134,0.0738,0.1303,-0.0792,-0.0669,-0.058,0.1627,-0.2808,-0.1621,0.1833,-0.2175,-0.0889,-0.036,-0.1237,-0.0589,,,,,,,,,,,
215,DAT,0.0284,0.0713,-0.32,-0.1135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PVD,-0.0625,-0.0235,0.0209,0.0257,-0.2041,-0.0766,-0.0939,-0.0233,-0.2135,-0.0046,0.0483,0.0721,0.0546,0.0995,0.1012,-0.0607,0.1187,0.019,-0.0845,0.0298,-0.0023,-0.0123,-0.1132,-0.0367,0.0901,-0.0086,-0.0815,-0.0191,-0.2027,0.0713,0.056,-0.0185,-0.0458,-0.0969,-0.0682,-0.105
217,PVT,-0.0345,-0.0674,0.1278,0.0483,-0.0445,-0.0575,0.0102,-0.03,-0.1052,0.1117,-0.0254,0.0737,0.0978,0.2295,0.1249,-0.0395,0.0717,-0.1079,-0.0253,0.168,-0.0872,-0.0098,-0.1663,-0.2098,0.0082,-0.1372,0.0216,0.0228,-0.1671,-0.0045,0.076,0,-0.0915,0.1549,-0.2359,-0.3256
218,PXI,-0.1283,-0.0741,-0.0248,0.0334,-0.0569,-0.1526,-0.026,0.0314,-0.07,0.2571,-0.0621,0.0378,0.2352,-0.0134,0.0272,-0.1619,0.0621,-0.1798,-0.1042,0.1761,-0.1461,-0.0414,-0.0378,-0.2249,-0.0735,-0.253,,,,,,,,,,
219,PXS,-0.0645,-0.0507,-0.0168,0.0637,-0.1278,-0.1334,-0.0204,0.0162,-0.1761,0.1639,0.0206,0.0562,0.2324,0.043,0.0428,0.0474,-0.0055,-0.1236,-0.0507,0.1634,-0.1085,0.0214,-0.0574,-0.167,0.0326,-0.1627,,,,,,,,,,
220,PXT,-0.051,-0.1998,0.2041,0.0555,0.0753,0,-0.0116,0,-0.1836,0.2449,-0.1249,0.0637,0.1174,-0.0147,-0.0142,-0.1714,0.0607,-0.1222,-0.1331,0.2041,-0.1102,0.0152,-0.0843,-0.1587,-0.0541,-0.2334,,,,,,,,,,
221,QBS,-0.0683,-0.1735,0.0505,0.0121,-0.1658,-0.0322,0,-0.0875,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,QCG,0,-0.05,-0.0185,0,-0.0822,-0.0754,-0.0854,-0.0348,-0.0322,0.1047,-0.2104,0.2976,-0.0136,-0.0383,0.0124,-0.0245,0.0182,-0.1043,-0.1578,-0.0295,-0.1511,0.0022,0.0602,-0.188,-0.0292,,,,,,,,,,,
223,RAL,-0.0769,0.0592,0.1308,0.1058,0.0433,0.0574,-0.0148,0.0244,0.0049,-0.0039,-0.0638,-0.0437,0.0154,0.0649,0.1148,0.1333,0.0512,-0.1097,-0.0325,0.18,0.1094,0.0289,-0.0263,-0.1217,0.0404,-0.118,-0.0835,0.0786,-0.0554,0.075,0.0366,0.0795,-0.1724,-0.1308,0.0099,-0.2886
224,RDP,-0.1405,-0.0378,0.0208,0.055,-0.0411,0.0641,0.0419,0.0693,0.0192,0.1274,-0.0408,-0.1011,0.1011,-0.0233,-0.0328,0.0969,0.0599,0.0607,-0.017,0.0628,-0.0095,0.0293,-0.0523,-0.1531,-0.0615,-0.1331,0.0185,0.0855,-0.2198,,,,,,,
225,REE,0.0826,0.0135,-0.059,-0.0302,-0.025,-0.0372,0.0471,-0.0365,-0.009,0.0261,0,-0.1026,0.1254,0.017,0.1101,-0.0197,0.1402,-0.0528,-0.0279,0.1374,0.0424,0.0151,-0.0333,-0.1441,0.0544,-0.0934,-0.4423,0.0855,-0.102,0.0694,0.1634,0.1531,-0.0841,-0.0933,-0.1623,-0.4318
226,RIC,0.0404,0.0478,-0.0463,-0.0634,-0.0875,0.0669,0.0649,-0.1619,-0.0095,0.2314,0.0109,0.0914,0.0658,0,-0.0378,-0.0479,0.0479,-0.0479,-0.0372,0.2101,-0.2813,-0.0149,-0.1777,-0.1109,0.0919,-0.1417,-0.2563,0.0471,-0.057,0.0073,0.2817,0.083,0.0483,-0.0995,-0.3135,-0.2697
227,SAM,0.0158,-0.0468,-0.0189,0.0437,0.0051,-0.1863,0.0242,-0.0071,-0.0272,0.1035,0.0439,-0.0046,0.1027,0.03,-0.0062,-0.0464,0.0914,-0.1023,-0.0783,0.2792,-0.0848,-0.0138,-0.3144,-0.1466,-0.0139,-0.1339,-0.0792,0.0532,-0.1238,0.0719,0.1603,0.1711,-0.0716,-0.0851,-0.2346,-0.4181
228,SAV,-0.0887,0.0193,-0.0598,-0.1163,0.0872,-0.0458,0.0339,-0.0585,0.0174,-0.0629,-0.1012,0.1432,0.153,0.03,0.073,-0.018,0.0699,-0.1784,-0.1051,-0.2182,-0.0394,0.0709,-0.262,0,0.0401,0.029,-0.0804,-0.0538,-0.0927,0.205,0.2171,0.1273,0.0327,-0.0689,-0.2952,-0.178
229,SBA,0.0316,0.0689,0.0091,0,0.0046,-0.0315,-0.0414,0.012,-0.0534,0.0916,-0.0502,0.0591,0.1694,-0.0322,0,0.0389,0.153,-0.0792,-0.0158,0.1147,-0.0655,-0.0414,-0.0305,-0.1212,-0.0164,-0.1127,,,,,,,,,,
230,SAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,SBT,-0.0343,-0.0959,-0.0053,0.093,0.2322,-0.0082,0.1871,-0.0164,0,-0.0458,-0.0072,-0.0035,0,-0.0468,-0.0451,-0.0113,-0.0499,0.0229,-0.098,0.2282,-0.0173,0.0541,-0.0151,-0.0841,0.0624,0.0254,-0.0626,0.0664,-0.0946,0.0654,0.1761,0.0446,-0.113,0,-0.1416,
232,SC5,-0.0134,0.0009,-0.0052,-0.0086,0.0051,0.0122,-0.0241,0.0709,-0.0857,0.0148,-0.0197,0.0886,0.0348,0.0869,0.1088,0.0034,-0.0293,-0.0696,-0.0669,0.2721,-0.0639,-0.1623,-0.0855,-0.2281,-0.03,-0.1818,-0.1499,0.1734,-0.1707,0.2819,0.2302,0.0965,-0.1353,-0.043,-0.2636,-0.4889
233,SCD,-0.0299,0.1776,-0.0849,0.0038,0.0174,0.0812,0.0145,0.0564,0.0764,-0.0164,-0.0385,0.0242,0.1091,0.0984,0.0102,0.1748,0.0893,-0.0448,-0.0208,-0.1073,-0.0246,-0.0535,-0.1725,-0.0488,0.0435,-0.083,0.0363,0.0449,-0.0543,0.25,0.0814,-0.0786,-0.0594,0.0024,-0.0282,-0.2453
234,SCR,-0.0572,-0.0225,0.0318,-0.0047,0.0654,-0.0314,0.0832,-0.0408,-0.1079,0.0706,-0.0296,0.0782,0.1174,-0.0495,-0.0066,-0.1047,0.1919,-0.2632,-0.2139,0.377,-0.1675,0,-0.1106,-0.3272,,,,,,,,,,,,
235,SFC,0.0239,-0.0208,0.1096,-0.0119,0.0039,-0.0231,-0.0254,-0.0323,-0.0239,0.1571,0.0136,-0.054,0.1,-0.0706,-0.0191,-0.0359,0.0136,-0.0555,0.0904,0.0152,-0.032,-0.0468,-0.0073,,,-0.0375,-0.1527,0.0475,-0.063,-0.0223,0.0458,0.0687,0.099,0.1175,-0.1269,-0.1624
236,SFG,-0.0305,-0.018,-0.0715,0.0152,-0.0092,0.003,-0.0782,0.0026,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,SFI,-0.0265,0.0639,-0.0224,-0.0295,-0.016,0.1028,-0.0304,0.0031,-0.0387,0.016,-0.058,-0.0324,0.1488,0.0961,-0.0266,0.0733,0.074,-0.0322,-0.0647,0.1629,0.0267,0.0322,-0.0932,-0.1174,0.0046,-0.173,-0.1091,0.0313,-0.1625,0.0855,-0.2041,0.2207,-0.0764,0.0406,-0.032,-0.3596
238,SGT,-0.1385,0.034,0.0537,-0.2126,0.2013,-0.0621,-0.028,0.0091,0.0189,-0.0458,0.1675,0.1513,0.058,-0.0202,-0.0193,-0.1568,-0.0256,-0.2268,0.0305,-0.1735,-0.0156,0.0156,0.0446,-0.1915,-0.0632,-0.1921,-0.0956,0.0406,-0.1132,0.1519,0.0402,-0.0676,-0.092,-0.0758,-0.138,-0.3344
239,SHA,-0.0196,-0.0046,-0.0563,0.0294,-0.0719,0.0345,0.108,0.0602,0.0839,0.1041,0.0091,0.0189,0.0197,0.1283,-0.3144,-0.3172,,,,,,,,,,,,,,,,,,,,
240,SHI,0,-0.051,-0.0736,-0.0233,-0.0728,0.0332,0.1319,0.0934,-0.0226,0.1418,-0.0295,0.1419,0.01,-0.0197,0.03,-0.058,0.058,-0.1249,-0.1151,0.1309,-0.2218,-0.0458,-0.2148,-0.0257,-0.166,-0.1172,-0.0933,0.1954,,,,,,,,
241,SHP,-0.0011,0.0088,0.0322,-0.0118,-0.016,0.0277,-0.0344,0.0112,0.0209,0.1386,0.0339,0.0485,0.1329,-0.036,0.0414,0.0458,0.1091,0.0078,0.0683,0.0386,0,0.0314,-0.1303,-0.0235,-0.015,,,,,,,,,,,
242,SII,0.065,0.0505,0.0417,0.048,-0.1415,-0.0548,0.1637,0.0196,-0.0126,0.1363,0,-0.0876,0.1126,0.0606,0.0243,-0.0031,0.0706,,,,,,,,,,,,,,,,,,,
243,SJD,-0.0736,0.0245,0.0465,-0.0188,-0.0017,-0.0444,-0.0552,0.0232,0.0056,0.0966,0.0274,-0.0112,0.0851,0.0423,0.0524,0,0.0408,0.0284,0.0235,0.0833,0.0214,0.0089,-0.0426,-0.071,-0.03,-0.0738,-0.1363,0.046,-0.0982,0.1779,0.0845,0,-0.0399,-0.0284,-0.1852,-0.196
244,SJS,-0.0277,0.0164,0.0553,-0.0344,-0.0228,0.0075,0.0134,-0.0442,0.0071,0.1202,-0.122,0.0108,0.3029,0,-0.1063,-0.1526,-0.0197,-0.1373,-0.1019,0.2006,-0.0189,-0.0463,-0.1766,-0.1916,0.074,-0.1172,-0.0753,0.0694,-0.3991,0.2249,0.2933,0.0155,-0.0268,-0.0621,-0.1127,-0.4559
245,SKG,-0.0033,-0.0723,-0.1074,0.1285,0.0248,0.193,0.008,0.0572,0.0103,0.0009,,,,,,,,,,,,,,,,,,,,,,,,,,
246,SMA,0.0607,-0.0348,0.0726,0,-0.0155,0.0483,0.0355,-0.0439,-0.0399,0.0399,-0.0548,0.0988,0.0593,0.033,0.0483,-0.0596,0,-0.1798,-0.0617,0.199,-0.1589,0.0215,-0.1586,-0.1498,-0.0607,,,,,,,,,,,
247,SMC,0.0814,0.1772,0.0978,0.1555,0.0185,-0.0062,-0.074,-0.0766,-0.0458,0.0729,-0.0729,-0.0378,-0.0212,0.0176,-0.0633,0.0256,0.0272,-0.0619,0.0447,0.1375,-0.1699,-0.0062,-0.0838,-0.1173,-0.019,-0.1065,-0.083,0.0993,-0.1123,0.1485,0.1288,-0.0278,-0.0202,-0.2029,-0.0578,-0.1489
248,SPM,-0.0152,-0.0234,0.0292,0.0465,-0.0227,-0.1138,-0.0696,0.0131,-0.0033,0.0505,0.0657,-0.1495,0.0517,0.0302,-0.1254,-0.0041,0.0553,-0.0957,0.0139,-0.1005,-0.0696,0.0496,-0.0708,-0.0319,-0.0805,-0.0126,,,,,,,,,,
249,SRC,-0.1275,-0.1513,0.0054,0.0489,-0.0435,0.0935,-0.0723,-0.0466,-0.0013,0.1967,-0.0296,0.0038,0.0893,-0.0093,0.0336,0.0792,0.0278,-0.0568,-0.0401,0.4044,-0.2153,-0.117,-0.2218,-0.0896,0.1476,-0.2304,-0.2535,0.028,-0.1083,,,,,,,
250,SRF,0.019,0.0325,0.1572,0.1039,-0.0029,-0.0623,-0.0149,0.0225,0.0518,-0.028,-0.1383,0.0286,-0.0535,-0.2008,0.0768,0.0681,0.0167,-0.0296,0.0162,0.1082,-0.0105,-0.058,-0.043,-0.0239,0.0126,-0.0396,-0.0975,0.1019,-0.2335,,,,,,,
251,S4A,0.0126,0.0661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,SSC,-0.003,0.0081,-0.0618,-0.0088,0.0009,-0.0095,-0.0483,0.0038,-0.0261,0,0.0792,0.0458,0.0404,-0.0297,0.0743,0.0217,0.0566,-0.0138,-0.0147,0.0683,0.1322,0.0258,0.0346,-0.1333,-0.0609,-0.2005,-0.0596,0.0834,-0.1912,0.2175,0.1921,0.1475,-0.103,-0.0325,-0.1258,-0.2321
253,SSI,-0.0179,-0.0366,0.0294,0.0187,-0.0685,-0.0544,0.1207,-0.1061,-0.0728,0.0879,-0.0217,0.0648,0.1442,0,-0.0155,-0.0365,0.0709,-0.1152,-0.0479,0.1828,-0.0882,0.0266,-0.0712,-0.1625,0.0815,-0.1232,-0.1236,-0.277,-0.0658,0.1627,0.2398,0.1114,-0.0341,-0.1104,-0.0774,-0.459
