No,Ticker,R4_2016,R3_2016,R2_2016,R1_2016,R4_2015,R3_2015,R2_2015,R1_2015,R4_2014,R3_2014,R2_2014,R1_2014,R4_2013,R3_2013,R2_2013,R1_2013,R4_2012,R3_2012,R2_2012,R1_2012,R4_2011,R3_2011,R2_2011,R1_2011,R4_2010,R3_2010,R2_2010,R1_2010,R4_2009,R3_2009,R2_2009,R1_2009,R4_2008,R3_2008,R2_2008,R1_2008
522,PGS,-0.026,0.0287,-0.0696,0.0116,-0.0362,-0.0394,0.0351,-0.1276,-0.1136,0.0254,0.0543,-0.0894,0.1447,0.1306,0.0186,-0.0209,0.0478,-0.0698,-0.073,0.0884,-0.1381,0.1777,0.0409,-0.1743,-0.1321,-0.0428,0.0933,0.1037,-0.2029,0.2262,0.2854,-0.0038,-0.0435,-0.101,-0.0161,-0.4129
523,PGT,-0.0492,0.1461,-0.0212,-0.0102,-0.0567,-0.0422,-0.06,-0.0069,-0.0136,0.0205,0.0442,-0.0714,0.1206,0.2076,0.029,-0.1058,0.0768,-0.1319,0,0.0669,-0.0772,-0.0386,-0.1203,-0.1619,0.0049,-0.1967,0.0256,0.2068,,,,,,,,
524,PHC,0.1605,0.0318,0.0055,0.0792,-0.0322,0.019,0.0552,0.0466,0.0253,-0.0414,-0.0378,0.1549,0.0792,0.0126,0.0263,-0.1181,0.0435,-0.0923,-0.1272,0.0435,-0.1984,0.0049,-0.1475,-0.0792,0.0147,-0.226,-0.2658,0.1908,,,,,,,,
525,PHP,-0.0487,-0.0694,-0.0102,-0.0293,-0.0292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,PIC,0.0395,-0.0544,0.0148,0.0607,0.0757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,PIV,0.1978,-0.0164,-0.1671,0.0627,-0.2989,-0.0931,0.152,0.1098,0.2565,0.0352,0.2385,0.1214,0.0142,-0.028,-0.0389,0.0527,-0.1214,-0.0307,-0.1559,-0.2421,0.3254,-0.0474,-0.2004,-0.1044,-0.1193,,,,,,,,,,,
528,PJC,-0.0414,-0.0378,-0.0479,-0.0451,0.0627,0.0526,-0.0342,0.1499,0.0204,-0.0792,-0.0253,0.0311,0.0563,-0.0164,-0.028,-0.0177,0.1042,-0.1042,0.0588,0.1002,-0.0902,-0.3078,-0.0969,0.0067,-0.0263,-0.0126,0.0242,0.1976,-0.1187,0.1377,0.1697,-0.0126,-0.0687,-0.0232,-0.0586,-0.3065
529,PLC,-0.0064,-0.0338,0.0059,-0.0915,-0.0394,0.0774,-0.0026,0.0161,0.0568,0.1489,-0.0555,0.032,0.0771,0.0389,-0.0027,0,0.0278,-0.0489,-0.0731,0.1135,-0.1429,0.0751,-0.1919,-0.1222,-0.1073,-0.0082,-0.1621,0.2035,0.0753,0.0911,0.2441,-0.0913,-0.084,0.039,-0.0779,-0.2518
530,PMC,-0.0116,0.1009,0.0235,0.0801,0.0342,-0.054,0.0028,0.0229,-0.0552,0.0221,-0.0152,0.0253,0.0895,0.0011,0.0817,0.1078,-0.0174,0.0355,0.0468,0.0595,0.0369,0.013,-0.0639,-0.1192,0.0088,-0.088,-0.044,0.074,-0.2604,,,,,,,
531,PMP,-0.031,0.0364,0,0.058,-0.0182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,PMS,0.1077,0.0893,-0.008,0.1171,-0.0235,-0.072,0.2369,0.0097,-0.0049,0.0197,-0.0432,-0.3403,0,0.142,0.4357,-0.1047,0.0969,-0.0969,-0.0894,0.1352,-0.0757,-0.1027,-0.1684,-0.0553,-0.0796,0.021,-0.0322,0.1279,-0.0981,0.0981,,,,,,
533,POT,0.1356,-0.0159,0.0186,0.0428,0.031,-0.0429,0.0118,0.006,0,0.0218,0.0472,0.1226,0.1377,-0.0313,-0.0403,0.0168,-0.0057,-0.1469,0,0.1526,-0.1404,0.215,-0.1023,-0.2055,-0.0736,-0.2016,-0.0258,0.272,-0.1242,0.2103,0.1431,0.0053,-0.0915,-0.0682,-0.1699,-0.3474
534,PPE,0.0297,0.0237,-0.2186,0.0331,0.0718,0.0257,0.1982,0.1409,0.2218,0.0649,-0.0884,0.1648,0.1845,-0.0483,-0.0435,-0.1091,-0.2407,-0.0355,-0.0406,0.0239,0.043,,,,,,,,,,,,,,,
535,PPP,-0.0223,0.0706,-0.02,-0.0049,0,0.0248,-0.0483,-0.0179,-0.0087,0.0749,-0.0101,-0.1212,0.0695,0.0274,-0.1434,0.1829,-0.0251,0.0356,-0.0105,0.1461,-0.0544,0,-0.0063,-0.2142,0.0663,,,,,-0.0136,,,,,,
536,PPS,0.0202,-0.0319,0.0197,0.0792,-0.0325,-0.1031,0,0.0292,0.0193,0.0244,-0.0512,0.0512,0.0928,-0.03,-0.0669,-0.0202,0.1223,-0.04,-0.2478,0.194,-0.1175,0.2327,-0.1067,-0.0676,,,,,,,,,,,,
537,PRC,-0.0838,-0.0289,0.0706,-0.1063,0.1211,0.0233,-0.0118,-0.0714,0.2068,-0.1196,-0.1707,0.2218,0.0478,-0.1519,0.1519,0.0772,0.0122,0.0322,-0.0444,-0.2326,0.1357,0.23,-0.2534,-0.0637,,,,,,,,,,,,
538,PSC,0.0331,0.0291,0.0609,0.0117,0.0414,-0.017,-0.1353,0.0841,0.0268,0.0502,-0.0619,0.0708,-0.0177,0.0458,-0.2499,0.0738,0.1809,-0.1475,-0.0492,0.1208,-0.0716,-0.0523,-0.1518,-0.1614,-0.0162,-0.1114,0.0597,0.083,-0.0753,0.1245,0.0969,-0.0682,0.0682,-0.0043,-0.2387,-0.181
539,PSD,-0.0533,-0.0553,0.094,0.017,-0.1354,-0.084,-0.2357,-0.0221,-0.0418,0.1039,0.0714,-0.1294,-0.0474,0.0038,,,,,,,,,,,,,,,,,,,,,,
540,PSE,-0.0082,-0.012,-0.0117,-0.0575,0,0.0102,-0.0699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,PSI,0.0061,0.0187,-0.0596,-0.0322,0.0212,0,0.058,0,-0.03,0.03,-0.0357,0.0357,0.0458,0.0069,0.2242,-0.0446,0.033,-0.1192,-0.1271,0.2579,-0.2099,-0.0414,-0.0781,-0.1958,-0.0433,-0.1113,,,,,,,,,,
542,PTD,0.0262,-0.0352,0.0371,0.2297,-0.2774,0.2807,-0.1183,0,-0.0197,0.0073,-0.1156,0.7009,0.1856,-0.1027,-0.1104,-0.0088,-0.2148,0.2417,-0.4071,0.0792,-0.179,0.1456,-0.0458,0.0339,,,,,,,,,,,,
543,PTI,-0.0588,-0.0188,0.1549,-0.0019,-0.0723,0.1033,0.0914,0.0669,0.0621,0.1183,-0.0651,0.0273,0.0334,0,0,0.0132,-0.0175,-0.0043,-0.0406,0.0492,-0.0607,0.0479,-0.0806,,,,,,,,,,,,,
544,PTS,-0.0435,0.0212,0.0706,0.0263,-0.0591,-0.0305,0.0074,-0.0147,0.0792,-0.0253,-0.0611,0.1321,0.0404,-0.0207,-0.0197,-0.1597,0.0276,-0.0839,-0.0058,0.0238,-0.1078,-0.0979,-0.1658,-0.0445,-0.1202,-0.2114,0.0572,0.1913,-0.0795,0.2044,0.0669,0.003,-0.1257,-0.0349,-0.082,-0.3096
545,PV2,0.0263,-0.0263,-0.112,-0.0193,0.1313,-0.0918,0.0212,-0.1139,-0.1035,0.0134,-0.0389,0.1127,0.1526,-0.1015,-0.0669,-0.2061,0.03,-0.1402,-0.0939,0.1584,-0.0414,0.0328,-0.112,-0.1975,,,,,,,,,,,,
546,PVB,-0.0722,-0.1619,-0.0479,-0.0679,-0.2041,0.0012,-0.0103,0.0197,-0.1555,0.0897,0.1943,0.1017,,,,,,,,,,,,,,,,,,,,,,,,
547,PVC,-0.0263,-0.1812,-0.0165,-0.0221,-0.143,-0.0695,-0.0093,0.0019,-0.1151,0.1559,0.1243,0.0027,0.0584,-0.0473,0.029,0.031,0.0265,-0.0515,-0.0751,0.1066,-0.104,0.013,-0.0593,-0.1168,-0.0685,-0.1112,-0.204,0.4185,-0.1942,0.0533,0.0529,0.1036,-0.0505,-0.1654,-0.0447,-0.4365
548,PCE,-0.016,0.0469,-0.0171,0.0698,-0.0438,-0.0288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PCN,-0.1249,0.0753,-0.113,0.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,PVE,-0.0407,-0.0547,-0.0223,0.0398,-0.0957,-0.0453,-0.0043,0.0043,-0.1659,0.2307,0.0364,0,0.077,0.0337,-0.0205,-0.0563,-0.0653,-0.0908,-0.0819,0.0698,-0.056,0.0978,-0.013,-0.1558,-0.1558,-0.1096,-0.0914,0.3628,-0.1841,0.0683,0.0514,0.0495,-0.1056,-0.0792,-0.1104,-0.3446
551,PSW,-0.0389,0.0669,-0.0544,0.0882,0.0241,-0.1091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,PVG,-0.006,-0.0288,-0.011,0.028,-0.084,-0.0453,0.0221,0.0378,-0.1274,0.0188,-0.0225,-0.0858,0.2071,0.0458,0.0277,-0.0637,0.0307,-0.1156,-0.1136,0.126,-0.1413,0.072,-0.0071,-0.0035,-0.0704,-0.181,-0.0973,0.1317,-0.2424,0.3388,0.2681,-0.0237,,,,
553,PVI,0.0156,-0.0323,0.015,0.0086,0.0105,0.0925,0.0179,0,0.0163,-0.0493,0.024,0.016,0.065,0.0082,0.0083,-0.0192,0.022,-0.0352,-0.0514,-0.0046,0.0586,0.0354,-0.0354,-0.04,0.0452,-0.1617,-0.0752,0.0538,-0.1072,-0.0199,0.0733,0.0125,0.0814,-0.0908,-0.1534,-0.2583
554,PVL,-0.0362,0.0362,0.0193,0.1383,-0.0512,-0.1427,-0.017,-0.1035,-0.0613,0.0483,-0.0706,0.1707,0.0696,-0.0854,-0.0152,-0.1908,0.2061,-0.2518,-0.1523,0.3072,-0.2341,0.0792,-0.1987,-0.2196,-0.1132,-0.1829,-0.143,,,,,,,,,
555,PPY,-0.005,0.028,-0.0497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,PVR,0,-0.0334,-0.1249,0,0,0.0939,-0.0939,-0.0669,0.055,0.0241,-0.058,0.0706,0.1001,-0.1484,0.0884,-0.2721,0.2194,-0.1635,-0.1313,-0.0062,-0.058,-0.0212,0.0158,-0.1289,-0.0765,-0.2245,,,,,,,,,,
557,PVS,-0.0353,0.0554,-0.0076,0.048,-0.1469,-0.0772,-0.0034,-0.0148,-0.1766,0.0813,0.1101,-0.0322,0.2218,0.0239,0.0808,-0.0555,0,-0.0029,-0.0835,0.1194,-0.0331,-0.0518,-0.086,-0.0145,-0.0866,-0.0636,-0.0643,0.0529,-0.1022,0.0216,0.1007,0.0165,-0.1679,-0.0546,0.0323,-0.3424
558,PVV,-0.0378,-0.1761,-0.1065,-0.0532,-0.0322,-0.0442,-0.0401,0.0544,0,0.0147,-0.0817,0.0969,0.0669,-0.0669,0.0492,-0.2148,0.1814,-0.2499,-0.273,0.2821,-0.1971,-0.0284,-0.3065,0.0138,-0.223,,,,,,,,,,,
559,PVX,-0.0889,0.1303,-0.1303,0,-0.06,-0.0884,-0.0637,-0.0193,-0.1226,0.1519,-0.0741,0.2304,0.1347,-0.301,-0.0193,-0.1633,0.1826,-0.2808,-0.1402,0.1952,-0.1915,0.0154,-0.0977,-0.175,-0.0124,-0.1073,0.0468,0.0035,-0.1178,,,,,,,
560,PXA,0.1047,-0.1627,-0.1576,-0.0185,-0.0177,-0.0792,-0.1357,0.0446,-0.0946,0.1187,-0.047,0.2293,0.2478,0.0726,-0.1047,-0.3163,0.0474,-0.2185,-0.1224,0.3245,-0.2846,-0.0399,-0.1984,,,,,,,,,,,,,
561,QHD,-0.1381,-0.0887,-0.0804,0.1782,0.082,0.1139,0.074,0.1065,0.0662,0.1001,0.03,0.1413,0.0245,0.0772,-0.1017,0.2187,0.0328,-0.0633,-0.0742,-0.0843,-0.0391,0.1976,-0.4138,-0.1076,0.1309,-0.4407,-0.179,,,,,,,,,
562,QNC,-0.1383,0.0202,-0.0332,-0.0248,0.0792,0.0073,-0.1482,0.016,0.0518,0.0252,0.0337,0.0442,0.0322,0.0348,-0.0348,-0.0322,-0.0227,-0.0925,-0.0452,0.0334,-0.1249,-0.0414,-0.1681,-0.098,-0.0369,-0.1269,-0.0715,0.0834,-0.1996,0.2407,0.0961,-0.0162,-0.1071,-0.0092,-0.061,-0.2659
563,QST,0.0719,0.041,-0.0496,0.0895,-0.0352,-0.0458,0.0177,0.0378,-0.0378,-0.043,-0.1734,0.1533,0.0497,0.0134,0.028,0.0098,0.01,0,-0.0245,0.0296,0,0.0051,-0.0928,-0.0083,-0.1208,0.0062,0.0361,0.0431,-0.1698,0.0051,-0.0512,,,,,
564,QTC,0.0015,-0.0122,0.1106,0.0198,-0.008,0.0374,-0.1139,-0.0196,0.0508,-0.3125,0.0431,0.0197,0.0653,0.0279,-0.1109,0.1771,0.171,0.0222,-0.0937,0.2194,0.0092,-0.1461,-0.058,0.0364,-0.2671,0.2192,-0.0532,0.0458,-0.011,0.1927,-0.0166,0,,,,
565,RCL,0.0552,0.0382,-0.058,-0.0318,-0.0245,-0.0118,0,-0.0131,0.0387,0.0386,-0.0438,0.1079,0.0805,-0.0209,0.0026,-0.0225,0.02,-0.0367,0.0071,0.0479,-0.062,-0.0501,-0.1671,-0.156,-0.1492,-0.1119,-0.1085,0.077,-0.1188,0.2263,0.2218,0.1307,-0.0616,-0.2612,-0.0101,-0.585
566,S55,-0.0494,0.0082,-0.0142,0.0716,-0.0162,0.0596,-0.3752,0.0255,-0.0326,0.241,0.0333,0.0427,0.0718,0.1357,-0.0246,0.0624,0.0872,-0.0479,-0.1084,0.1786,0.0182,-0.0282,-0.1206,-0.1003,-0.0132,-0.1357,-0.0612,0.0665,-0.106,0.3369,0.0585,0.1222,-0.0919,-0.0777,-0.153,-0.4943
567,S74,0.0067,0.1434,-0.1434,-0.0134,-0.12,-0.029,-0.0358,-0.0169,-0.0757,0.0555,-0.052,0.064,0.1103,0.0498,-0.0339,0.0055,0.0651,-0.0483,-0.0168,0.0914,-0.0571,-0.0505,-0.1617,-0.1963,-0.0565,-0.2107,-0.1083,0.0996,-0.114,0.2674,,,,,,
568,S99,-0.0263,-0.0084,-0.0322,0.0239,-0.0953,-0.1047,-0.1288,0.0197,-0.0119,-0.041,0.082,0.219,0.1519,0.0314,-0.0107,-0.0774,0.0991,-0.1798,-0.0617,0.1165,-0.2235,0.0703,-0.2171,-0.1992,-0.0387,-0.2463,-0.0506,-0.0463,-0.1862,0.2671,-0.0569,0.1521,-0.0918,-0.2223,-0.1151,-0.5831
569,SAF,-0.0768,0.1405,-0.1173,0.0759,0.0244,0.0205,0.0934,-0.0314,0.0894,0.0062,-0.1056,0.1316,-0.0902,0.0706,0.0143,0.109,0.0738,-0.0635,-0.0864,0.2775,-0.0484,-0.0142,-0.2148,0.0072,0.1098,-0.1538,-0.0494,0.0654,-0.0475,0.1798,,,,,,
570,SAP,0.1228,-0.0856,0.0292,0.0193,0.0414,0,-0.0374,-0.0765,-0.0164,0.03,0.0473,-0.151,0,-0.0289,0.2462,-0.1272,-0.0196,0.0032,0.3108,0.1293,-0.0088,-0.1139,-0.0444,-0.1112,-0.0689,-0.1905,0.0518,0.1347,-0.2066,0.1688,0.1298,0,-0.1113,0.0115,-0.2061,-0.3882
571,SCI,-0.1413,0.0334,-0.0414,0.0202,-0.0241,0.0497,-0.0458,-0.0117,0.0531,0.0044,,,,,,,,,,,,,,,,,,,,,,,,,,
572,SCJ,-0.2653,-0.301,-0.0062,-0.073,0.0378,-0.0912,-0.009,-0.0344,0.03,-0.2183,0.0824,0.1059,0.1761,-0.058,0.1955,-0.0248,0.0334,-0.2253,-0.0969,0.1347,-0.1388,0.0041,-0.0928,-0.1461,-0.03,-0.1739,-0.1031,0.0305,-0.3499,0.1047,0.2136,0.0131,-0.1634,-0.1674,0.022,-0.3809
573,SCL,-0.1761,-0.0607,-0.0362,-0.017,-0.0991,-0.0216,-0.2794,0.1047,-0.0958,0.0138,-0.0272,0.0066,0.1629,0.282,0.2016,0.0637,0.0746,-0.243,-0.0442,0.06,-0.1541,-0.0958,-0.1669,-0.2607,-0.0464,,,,,,,,,,,
574,SD2,-0.0746,-0.1606,0.2705,0.015,-0.057,-0.0132,-0.077,-0.0054,0.0054,0.011,-0.0717,-0.0448,0.1698,0.0395,0.0285,0.0074,0,-0.1504,-0.0862,0.1549,-0.1043,0.0409,-0.1522,-0.1848,-0.0767,-0.3367,0.0067,0.1208,-0.2167,0.4198,0.1109,-0.0792,-0.0817,-0.0973,-0.2478,-0.4319
575,SD4,0.0167,-0.0406,0.0078,-0.059,0.0397,0,0.0038,0.0155,0.008,0.0889,0.0151,0.1033,0.1633,0.05,0.0446,-0.0339,0.0223,-0.083,-0.0448,0.1761,-0.0918,-0.058,-0.1821,-0.1974,-0.0599,-0.2199,-0.1083,0.0613,-0.1337,0.375,0.0706,0.0843,-0.1326,-0.0693,,
576,SD5,0.0187,-0.0979,0.0441,-0.0206,-0.0969,-0.0656,-0.0109,0.0863,0.0237,0.0035,-0.1214,0.0359,0.0391,-0.2684,0.1627,0.1282,0.135,-0.1996,-0.0969,-0.1086,-0.0071,-0.1241,-0.0995,-0.0766,-0.0197,-0.1214,-0.0988,0.1249,-0.1354,0.229,0.2015,0.0374,-0.1249,0.0862,0.0273,-0.3865
577,SD6,0.0245,-0.0867,-0.0687,0,-0.0035,-0.0369,-0.0429,0.0209,-0.0296,0.058,-0.0375,0.075,0.0735,0.099,-0.0356,0.0409,0.1842,-0.1146,-0.1479,0.1117,-0.0743,0.0573,-0.1079,-0.2672,-0.0339,-0.1861,-0.1986,0.0563,-0.1265,0.3103,0.1578,0.0325,-0.0649,-0.1239,0.0602,-0.5456
578,SD7,-0.0341,-0.1208,-0.058,-0.0512,-0.0325,-0.0045,-0.0502,-0.0231,-0.0495,0.1317,-0.0552,0.0979,0.053,0.1083,0.03,-0.0442,0.06,-0.2361,-0.1107,0.1015,-0.1776,-0.006,-0.1397,-0.2175,0.023,-0.212,-0.077,0.0927,-0.1115,0.272,0.0843,0.0206,0.0183,0.0051,-0.2835,-0.4427
579,SD9,-0.053,-0.0817,-0.058,-0.0142,-0.0369,0.0164,-0.0563,0.0119,-0.0177,0.0862,-0.0654,0.0762,0.1249,0.0404,0.033,-0.0486,0.1232,-0.1481,-0.0628,0.142,-0.1584,0.0649,-0.1651,-0.174,-0.0147,-0.191,-0.3043,0.0933,-0.13,0.401,0.0383,0.0384,-0.0248,0.0918,-0.1982,-0.4006
580,SDA,-0.301,-0.0126,0.1919,-0.153,-0.0631,-0.1602,-0.012,0.1019,-0.0382,0.1996,-0.0792,-0.0235,0.1732,0.1165,0.0113,-0.1192,0.0362,-0.2065,-0.0898,0.1956,-0.1761,0.0703,-0.2611,-0.1814,0,-0.2714,-0.1719,0.164,-0.1571,0.2918,0.0619,0.0722,-0.1155,-0.174,-0.0677,-0.5024
581,SDC,0,-0.0907,0.0879,0.2246,-0.2134,0.0451,-0.2489,0.2717,0.0726,-0.0485,0,0.1656,0.0982,-0.1282,0.1761,-0.0669,-0.03,-0.2553,0.0929,0.108,-0.2009,0.0098,-0.0863,-0.0765,0.0232,-0.1549,-0.0621,0.0208,-0.171,0.1802,0.0669,0.058,-0.0562,-0.1767,-0.036,-0.4953
582,SDD,-0.0555,-0.0334,-0.0158,0.0854,-0.0532,-0.0322,-0.058,-0.0631,-0.0753,0.01,-0.0293,0.1187,0.0969,0.0158,0,-0.1001,0.1165,-0.2185,-0.1224,0.1996,-0.1996,0.0657,-0.1423,-0.2206,-0.0609,-0.4326,0.1056,0.0698,-0.0698,0.3727,0.1188,0.0463,-0.1422,-0.0191,-0.1397,-0.4949
583,SDE,-0.3606,0,0.2293,-0.1154,-0.0792,0.0122,-0.0122,-0.0458,-0.1761,-0.1249,-0.0512,0.0147,0.1542,-0.0598,0.0669,-0.3188,0.1884,-0.1484,0.1484,0.1681,-0.059,0.0669,-0.3207,-0.0609,-0.0875,-0.1603,-0.0839,,,,,,,,,
584,SDG,0.0697,0.0455,0,-0.0368,-0.048,-0.0378,0.0378,-0.0641,-0.0248,0.0334,0.0232,0.013,0.0585,-0.019,0.0435,-0.1051,-0.0618,0.0582,-0.0035,-0.1156,0.1156,0.0771,0.0021,-0.05,-0.0839,-0.0046,-0.1408,0.1828,,,,,,,,
585,SDH,-0.0969,-0.0792,-0.0512,0,0.0334,0,-0.1818,-0.0537,-0.0478,-0.0177,-0.0719,0.0719,0.0655,0.2021,-0.0158,-0.2061,0.1217,-0.2167,-0.1812,0.2218,-0.3053,0.0634,-0.2493,-0.1194,-0.1101,-0.1961,-0.1089,-0.105,-0.0876,,,,,,,
586,SDN,-0.0228,0.0543,0.0228,0.0899,0.0278,0.0104,-0.1464,0.0294,-0.0708,0.1059,-0.017,0.0348,0.1654,-0.1796,0.1392,-0.0392,0.365,-0.0618,-0.182,0.3099,-0.1495,-0.2351,0.0074,0.0231,-0.0726,-0.0602,-0.0227,-0.0215,-0.1357,0.1878,,,,,,
587,SDP,-0.028,0.0478,0,-0.0567,-0.0174,-0.1789,-0.0866,-0.0269,-0.1072,0.2621,-0.03,0.0827,0.1489,0.0994,0.0527,-0.1107,0.058,-0.1802,-0.127,0.1031,-0.058,0.028,-0.2262,-0.221,-0.0669,-0.2156,-0.0639,0.1485,-0.2142,0.3587,0.1888,,,,,
588,SDT,-0.0418,-0.0174,-0.0126,-0.0319,-0.0403,-0.0496,-0.0243,-0.0368,-0.016,0.0558,-0.037,0,-0.0187,0.0648,0.0381,-0.0033,0.0912,-0.0425,-0.1042,0.1347,-0.0155,-0.2653,-0.0928,-0.1591,-0.1249,-0.0792,-0.0713,0.1219,-0.1056,0.2649,0.1634,0.0585,-0.0446,0.0465,-0.2377,-0.3746
589,SDU,0.0638,-0.0512,0.03,0.0035,0.0287,-0.1193,0.1383,-0.0969,0.1249,0.0867,-0.005,0.1134,0.0779,-0.03,0.1061,-0.0439,-0.0083,-0.0611,-0.1969,0.2833,-0.2742,-0.2172,-0.138,-0.248,0.014,-0.2721,-0.1479,0.1899,-0.0821,,,,,,,
590,SDY,-0.0837,0,0.0783,0,0.0512,0.0313,0.0857,0.1963,-0.0122,-0.0119,0.0768,-0.0527,0.0969,-0.0969,0.368,-0.0544,-0.0248,-0.1249,-0.0822,0.1402,-0.2218,-0.058,-0.1538,-0.2126,-0.1929,-0.2452,-0.3665,0.2665,-0.207,0.3811,0.0772,0.0274,-0.0509,0.0023,-0.1533,-0.2837
591,SEB,0.0014,0.0435,0.0235,-0.1189,-0.018,0.0911,0.0621,-0.0578,0.1245,-0.1568,0.0835,-0.0698,0.1022,-0.0225,0.0051,0.0069,0.0475,-0.0114,0.1595,0.0902,0.0686,-0.0078,0.0319,-0.0757,-0.0237,-0.1225,0.0471,0.0315,-0.1052,0.1172,0.035,-0.035,,,,
592,SED,-0.1262,0.02,0.0615,0.0395,-0.0647,0.0647,0,0.0239,-0.0515,-0.0024,-0.0189,-0.0481,0.0969,0.095,0.0548,0.0888,-0.0132,0.0458,0.0197,0.0424,-0.027,0.0678,-0.0572,-0.0872,-0.0943,-0.1169,0.0137,0,-0.161,,,,,,,
593,SFN,0.0406,-0.0151,0.1316,0.0699,0.0411,-0.0665,0.0414,-0.0463,-0.0237,0.07,0.028,0.0362,0.0095,0.0369,0.0106,0.0036,0.1249,-0.0235,0.0187,0.0348,-0.0102,-0.0655,-0.0492,-0.0938,-0.0123,-0.1211,-0.06,0.0812,-0.168,0.2084,,,,,,
594,SGC,0.0046,-0.0243,0.1285,0.0715,-0.1277,-0.058,0.1434,-0.0148,0.0212,-0.0063,0.1065,0.0081,0.0288,0.0142,0.088,0.0158,0.0861,-0.1107,-0.1139,0.1794,0.0894,-0.121,-0.0339,-0.0107,-0.0247,0.0247,0.0043,0.0357,-0.0784,0.1489,,,,,,
595,SGD,0.0501,0.0197,0,-0.0655,0.0088,-0.0044,-0.0087,0.0043,-0.0212,0.0389,-0.0591,-0.0193,0.0154,-0.0154,0.1113,0.0251,0.0212,-0.0054,0.0393,0.2258,-0.0641,0,-0.0706,-0.1195,-0.0755,-0.231,0.0339,0.1058,-0.1451,0,0.1196,0.0292,-0.1324,0.047,-0.2688,-0.3254
596,SGH,-0.3777,0.1559,-0.0905,0.2398,-0.284,-0.1761,-0.1102,-0.0414,-0.0415,0.0733,-0.2137,0.023,-0.0318,0.0248,0.1075,0.006,0.0313,-0.1119,0.1898,-0.0532,-0.174,0.06,0.0952,-0.1092,-0.0243,0.0507,0.011,0.0501,-0.0062,0.0157,,,,,,
597,SGO,-0.1891,-0.2319,-0.1711,-0.3397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,SHB,-0.0512,-0.0458,-0.0348,0,-0.0196,-0.0918,0,-0.03,0.0147,-0.005,-0.0423,0.1294,0.0185,0.0327,-0.0134,-0.0317,0.1189,-0.2021,-0.1186,0.2402,-0.0383,-0.0408,-0.1249,-0.0322,0.0118,-0.1358,-0.1124,-0.0489,-0.1264,-0.0782,0.3061,,,,,
599,SHN,0.0393,-0.0223,-0.0453,-0.0302,0.0799,-0.0907,0.4736,0.1076,-0.0859,-0.0322,-0.03,0.0734,0.7347,-0.058,-0.0969,-0.2304,0.2304,-0.2788,-0.083,-0.2615,-0.4021,0.0253,-0.1903,-0.1172,0.038,-0.3193,-0.2569,0.5716,,,,,,,,
600,SHS,-0.017,-0.0902,-0.0263,-0.0063,-0.0124,-0.0518,0.0055,-0.1067,-0.0601,0.13,-0.0655,0.2218,0.0621,-0.0244,-0.052,-0.0401,0.2304,-0.1973,-0.0872,0.368,-0.2058,0.101,-0.2958,-0.1708,-0.0404,-0.1249,-0.1046,-0.092,-0.1045,0.011,,,,,,
601,SIC,-0.4881,0.0783,0.2685,-0.0235,0.2788,-0.1931,-0.2811,0.2001,0.0189,0.1091,-0.047,0.1139,0.03,0.0406,-0.0706,0.03,-0.0843,-0.1265,-0.058,0.191,-0.1282,-0.037,-0.1518,-0.1334,-0.1232,-0.2131,-0.05,0.1275,-0.1487,0.3556,0.0731,0.0969,-0.0847,0.0527,-0.1826,-0.5247
602,SJ1,0.041,-0.0047,-0.0252,-0.0022,0.0774,-0.0207,-0.0149,-0.0571,0.0043,0.0727,0.0345,-0.1843,0.0091,-0.0181,0.0881,-0.0314,0.0144,-0.0567,-0.0301,0.0356,-0.0962,0.2248,-0.166,0.0156,0.0292,-0.0977,0.0138,0.1446,-0.1351,0.2458,,,,,,
603,SJC,-0.2083,0.0359,-0.0219,-0.0472,0.1793,-0.037,0.0467,-0.0467,-0.1293,-0.2335,0.0402,0.1207,0.0532,0.0128,-0.0432,0.0119,-0.0177,-0.0934,-0.0092,0.0187,-0.0277,-0.0089,-0.2523,-0.1119,-0.1343,-0.1249,-0.036,0.1883,-0.1374,0.3142,0.0859,0.0251,-0.1285,-0.0504,0.0077,-0.4627
604,SJE,-0.071,0.0015,-0.1287,0.1349,-0.03,0.1347,-0.0305,0.0285,0.0326,-0.0307,0.0414,0.0246,0.1334,0.0324,0.1106,0.0458,0.0909,-0.0909,-0.0189,0.0866,-0.1135,0,-0.0682,-0.199,-0.0023,-0.3271,-0.1152,0.1389,-0.1603,0.3423,0.1357,0.0073,-0.0722,-0.0163,-0.0196,-0.4922
605,SLS,-0.1935,0.0648,0.0197,0.3754,-0.0462,0.3036,-0.0215,-0.0401,0.0515,-0.0194,-0.0246,-0.0276,0.0522,0.0521,-0.0294,0.0726,-0.0857,,,,,,,,,,,,,,,,,,,
